page_id,page_title,view_count,protection_level,protection_expiry,page_length,page_id_scrapped,number_page_watchers,number_page_watchers_recent_edits,number_of_redirects,page_views_past_30days,total_edits,recent_number_of_edits,number_distinct_authors,number_categories
1749993,20th Century Fox Home Entertainment,400690,unprotected,,123,65007973,64,11,0,1920,2,0,0,2
31140892,Made for Each Other (album),7006,unprotected,,69,31140892,25,14,0,0,2,0,0,2
2327909,Ignorance Is Bliss (album),17107,unprotected,,69,60614178,25,14,0,0,2,0,0,2
4600992,Andrew Clarke (British Army officer),21293,unprotected,,63,63747941,25,14,0,30,2,0,0,2
5066067,Casa (album),16908,unprotected,,54,61280680,25,14,0,0,2,0,0,2
28776966,The Law and the Lady (film),33777,unprotected,,70,67940642,25,14,0,1,2,0,0,2
44064923,John Hamilton (Australian footballer),2751,unprotected,,70,56966903,25,14,0,1,2,0,0,2
44508239,Imperial tortoise beetle,8320,unprotected,,64,61203768,25,14,0,0,2,0,0,2
21748682,Paul Nash (swimmer),5639,unprotected,,61,52497608,25,14,0,1,3,0,0,2
18328507,Mense,11149,unprotected,,1015,66509040,25,14,0,32,4,0,0,2
20330711,Distorted (disambiguation),2526,unprotected,,51,17047717,25,14,0,1,4,0,0,2
33735201,Peter Holcroft,1389,unprotected,,159,33735201,25,14,0,1,4,0,0,2
47319664,The Wick Local Nature Reserve,8461,unprotected,,1633,47319664,25,14,0,22,5,0,0,2
994651,Townshend Ministry,4605,unprotected,,64,51055164,25,14,0,3,5,0,0,2
14590200,Guangzhou Railway Station,35118,unprotected,,69,19425091,25,14,0,23,5,0,0,2
10933997,Detonator (film),5612,unprotected,,95,10933997,25,14,0,4,6,0,0,2
35421545,Genga River,5017,unprotected,,490,35421545,25,14,0,27,6,0,0,2
49019652,Zimbabwe Pistol and Smallbore Association,4390,unprotected,,2916,49019652,25,14,0,9,6,0,0,2
35534569,Lex Plaetoria,9224,unprotected,,4648,35534569,25,14,0,58,7,0,0,2
17549547,Young Communist League of Western Ukraine,4565,unprotected,,682,17549547,25,14,0,24,7,0,0,2
22358273,Mesohibolites,2748,unprotected,,1214,22358273,25,14,0,7,7,0,0,2
28067950,DJ Kane discography,5367,unprotected,,14453,28067950,25,14,0,38,7,0,0,2
44920665,Qurini,5726,unprotected,,1915,44920665,25,14,2,10,7,0,0,2
19935412,Norwegian Seafood Federation,5490,unprotected,,550,19935412,25,14,0,18,8,0,0,2
42695181,"Cracroft, British Columbia",4466,unprotected,,1914,42695181,25,14,0,25,8,0,0,2
46358563,DIRC2,3494,unprotected,,2098,46358563,25,14,0,1,8,0,0,2
23924915,Pirapozinho River,4106,unprotected,,800,23924915,25,14,0,5,9,0,0,2
27820893,Volleyball at the 1993 Summer Universiade,3618,unprotected,,889,27820893,25,14,0,24,9,0,0,2
42415262,Southcott Estates Inc v Toronto Catholic District School Board,9847,unprotected,,15045,42415262,25,14,1,23,9,0,0,2
42597662,Askajamuk II,5869,unprotected,,1858,42597662,25,14,0,16,9,0,0,2
47777900,Frankie Sanders,13450,unprotected,,3925,47777900,25,14,1,69,9,0,0,2
8559646,Willits Municipal Airport,9109,unprotected,,1340,8559646,25,14,3,26,10,0,0,2
15671172,Logan County Airport (West Virginia),5948,unprotected,,1632,15671172,25,14,0,34,10,0,0,2
23522221,Tielen Castle,7772,unprotected,,695,23522221,25,14,2,27,10,0,0,2
23872622,"West Alden, New York",9268,unprotected,,438,23872622,25,14,0,7,10,0,0,2
25250224,Fluoroethyl,5836,unprotected,,541,25250224,25,14,0,45,10,0,0,2
39965404,Aplow,7140,unprotected,,1960,39965404,25,14,1,28,11,0,0,2
44144126,Mathias J. Berres,4712,unprotected,,1730,44144126,25,14,0,9,11,0,0,2
42573946,2014 Winston-Salem Cycling Classic,4539,unprotected,,2546,42573946,25,14,1,14,11,0,0,2
46515682,1999 CAF Cup,11404,unprotected,,4687,46515682,25,14,0,65,11,0,0,2
40414207,BulbAmerica,5856,unprotected,,1774,40414207,25,14,1,19,12,0,0,2
19518467,Huntoon Mountains,3521,unprotected,,1255,19518467,25,14,0,6,12,0,0,2
19782807,Dan's Mountain Wildlife Management Area,6875,unprotected,,2652,19782807,25,14,1,15,12,0,0,2
24008242,Sacambaya River,12964,unprotected,,779,24008242,25,14,0,34,12,0,0,2
31382189,Greg Glover,7921,unprotected,,940,31382189,25,14,0,41,12,0,0,2
39321450,Chongdan Field,4781,unprotected,,1162,39321450,25,14,0,6,12,0,0,2
48673641,Devon Ditty,4654,unprotected,,14154,48673641,25,14,0,18,12,0,0,2
49071579,List of Bahraini films of 2014,5118,unprotected,,1544,49071579,25,14,0,20,12,0,0,2
15257177,Pebane District,9131,unprotected,,490,15257177,25,14,0,58,13,0,0,2
35792734,Giant two-headed troll,7224,unprotected,,96,35792734,25,14,0,3,13,0,0,2
39019579,San Lucas Canyon,3689,unprotected,,1697,39019579,25,14,0,11,13,0,0,2
43299485,Boris RED,23805,unprotected,,8184,43299485,25,14,0,193,13,0,0,2
43525606,Samsung NX mini,31123,unprotected,,7863,43525606,25,14,7,220,13,0,0,2
47647192,Margaret Hicks (architect),6019,unprotected,,3231,47647192,25,14,0,22,13,0,0,2
35628102,Sam Nunis,4462,unprotected,,3440,35628102,25,14,0,11,14,0,0,2
12066726,Ford baronets,4298,unprotected,,1316,12066726,25,14,1,8,14,0,0,2
22809939,NS Timetable 2010,4189,unprotected,,4722,22809939,25,14,0,13,14,0,0,2
25201285,What Is Life Without Love,9745,unprotected,,711,25201285,25,14,1,26,14,0,0,2
34282260,Buddleja davidii 'Fromow's Purple',5694,unprotected,,1499,34282260,25,14,0,11,14,0,0,2
39398179,North Carolina State Board of Dental Examiners,5462,unprotected,,1523,39398179,25,14,3,12,14,0,0,2
43988199,Matti Hoikka,3633,unprotected,,1863,43988199,25,14,0,9,14,0,0,2
5103467,Turum people,4445,unprotected,,386,5103467,25,14,1,18,15,0,0,2
19495603,Edward Jancarz Memorial,5568,unprotected,,6925,19495603,25,14,0,27,15,0,0,2
50230463,Streptomyces sporocinereus,2681,unprotected,,79,50230463,25,14,0,2,15,0,0,2
15139748,Hugh IV of Rodez,6548,unprotected,,2219,15139748,25,14,0,38,16,0,0,2
3156849,Kallone,12005,unprotected,,946,3156849,25,14,0,156,16,0,0,2
3260088,Gillingham (liberty),6128,unprotected,,892,3260088,25,14,1,22,16,0,0,2
23523271,Sinclairsholm Castle,7842,unprotected,,2634,23523271,25,14,0,50,16,0,0,2
24644975,USS Olympic (SP-260),7706,unprotected,,3663,24644975,25,14,1,59,16,0,0,2
1988333,Motion and amendment (election),12143,unprotected,,3392,1988333,25,14,0,16,17,0,0,2
10303169,Toilers Organisation of Afghanistan,3761,unprotected,,1432,10303169,25,14,0,46,17,0,0,2
19923765,National Centre of Polar Research (Bulgaria),4407,unprotected,,847,19923765,25,14,0,3,17,0,0,2
30799410,Kathleen Burkett,4470,unprotected,,4458,30799410,25,14,2,12,17,0,0,2
33680790,Live Disorder,2333,unprotected,,45,33680790,25,14,0,1,17,0,0,2
40284136,The only poll that counts...,4377,unprotected,,4307,40284136,25,14,0,12,17,0,0,2
50105702,German submarine U-1101,7570,unprotected,,7321,50105702,25,14,1,23,17,0,0,2
21243580,Pseudodracontium,6786,unprotected,,1057,21243580,25,14,0,37,18,0,0,2
29496576,Williamstown Town Hall,8051,unprotected,,1980,29496576,25,14,0,19,18,0,0,2
31819967,Garnir relations,7548,unprotected,,5938,31819967,25,14,2,52,18,0,0,2
36326028,1964–65 Serie C,6947,unprotected,,6970,36326028,25,14,2,15,18,0,0,2
43173682,Edward P. Larkin,3742,unprotected,,3619,43173682,25,14,0,19,18,0,0,2
48491296,Joe Moore (American football coach),28025,unprotected,,3255,48491296,25,14,0,420,18,0,0,2
35272321,William Banks (died 1676),4810,unprotected,,2657,35272321,25,14,0,14,18,0,0,2
38518751,Tending the Fire,9226,unprotected,,3491,38518751,25,14,1,22,18,0,0,2
6226027,Waddell Barnes Botanical Gardens,10679,unprotected,,1391,6226027,25,14,0,25,19,0,0,2
47875305,Sierra de Híjar,6599,unprotected,,7440,47875305,25,14,1,23,19,0,0,2
8108333,Praso (Echinades),5369,unprotected,,542,8108333,25,14,0,24,19,0,0,2
11790159,Carampangue,6782,unprotected,,1341,11790159,25,14,0,15,19,0,0,2
12583619,Test of Economic Knowledge,8677,unprotected,,1244,12583619,25,14,1,26,19,0,0,2
13309982,A Bolt from the Blue and Other Essays,5508,unprotected,,69,13309982,25,14,0,3,19,0,0,2
18211957,Chessler,5132,unprotected,,1045,18211957,25,14,0,7,19,0,0,2
23188100,Zone Usage Measurement,7203,unprotected,,1929,23188100,25,14,1,26,19,0,0,2
32948474,Kawada Koichiro,7723,unprotected,,2585,32948474,25,14,3,22,19,0,0,2
33502432,Etruscan vase painting,25217,unprotected,,7902,33502432,25,14,1,137,19,0,0,2
34384831,Sara Rudner,11297,unprotected,,2948,34384831,25,14,1,54,19,0,0,2
36300221,Dostoevskij (crater),13500,unprotected,,1389,36300221,25,14,0,29,19,0,0,2
43053379,30107 KM,9794,unprotected,,7021,43053379,25,14,0,24,19,0,0,2
18231582,Piz Chalchagn,5328,unprotected,,1287,18231582,25,14,0,22,20,0,0,2
22191676,Toad Day Out,12201,unprotected,,2688,22191676,25,14,0,62,20,0,0,2
23309957,Spion Kop Battlefield Memorials,13366,unprotected,,3716,23309957,25,14,1,106,20,0,0,2
23771316,Sistla,3725,unprotected,,70,23771316,25,14,0,5,20,0,0,2
24421454,William Leach (canoeist),5218,unprotected,,993,24421454,25,14,1,40,20,0,0,2
26184839,Toxic amblyopia,45083,unprotected,,1170,26184839,25,14,1,327,20,0,0,2
28971991,Forest Fire Lookout Association,7553,unprotected,,2094,28971991,25,14,1,38,20,0,0,2
32262838,Lomakka language,7807,unprotected,,634,32262838,25,14,4,26,20,0,0,2
21034335,Beckley Bog,8359,unprotected,,3120,21034335,25,14,0,31,21,0,0,2
34440620,Nikola Spanić,5414,unprotected,,1096,34440620,25,14,1,38,21,0,0,2
35904660,Bill Woodhouse,7233,unprotected,,1464,35904660,25,14,0,17,21,0,0,2
3530602,Rubrobacteridae,9214,unprotected,,53,3530602,25,14,0,1,21,0,0,2
44801535,Elizabeth Dickson,6826,unprotected,,3339,44801535,25,14,1,22,21,0,0,2
23523304,Smedstorp Castle,7906,unprotected,,3077,23523304,25,14,0,32,22,0,0,2
39925660,Lejana como el viento,13107,unprotected,,6220,39925660,25,14,0,61,22,0,0,2
5749475,Doran Consulting,9299,unprotected,,2060,5749475,25,14,0,18,22,0,0,2
23544720,Hongluo Temple,17942,unprotected,,1423,23544720,25,14,0,71,22,0,0,2
35858373,City Statute,12650,unprotected,,2709,35858373,25,14,1,34,22,0,0,2
46358425,Shatt en-Nil,12169,unprotected,,3541,46358425,25,14,0,141,22,0,0,2
15451465,Jonathan Bliss,7986,unprotected,,2341,15451465,25,14,1,25,23,0,0,2
40686125,Vaterlandslied,13066,unprotected,,7676,40686125,25,14,1,42,23,0,0,2
45313592,Ogé Beauvoir,5091,unprotected,,3067,45313592,25,14,1,34,23,0,0,2
5194410,Tales from the Dead West,8139,unprotected,,46,5194410,25,14,0,4,23,0,0,2
14403387,1278 and 1530 AM West Yorkshire,7577,unprotected,,1761,14403387,25,14,0,11,23,0,0,2
16417078,Filament (band),11001,unprotected,,1433,16417078,25,14,0,17,23,0,0,2
32047863,Roger Brook,18705,unprotected,,2764,32047863,25,14,0,154,23,0,0,2
35685724,Aequum,12036,unprotected,,3617,35685724,25,14,0,96,23,0,0,2
38309501,List of theatres in Serbia,8509,unprotected,,5604,38309501,25,14,0,36,24,0,0,2
47240399,List of former Movistar riders,26980,unprotected,,6532,47240399,25,14,0,365,24,0,0,2
6651433,The Museum at Warm Springs,11433,unprotected,,1405,6651433,25,14,1,73,24,0,0,2
11818965,2006 Grand Prix of Denver,11719,unprotected,,9785,11818965,25,14,2,107,24,0,0,2
13861313,Mental spine,67889,unprotected,,1730,13861313,25,14,5,303,24,0,0,2
34661187,List of Shortland Street characters (1999),10611,unprotected,,8149,34661187,25,14,8,155,24,0,0,2
35209865,Dennis Aase,12107,unprotected,,7260,35209865,25,14,1,49,24,0,0,2
46843629,Ministries of Kenya,122746,unprotected,,6238,46843629,25,14,0,1882,24,0,0,2
694788,Leftfoot,5028,unprotected,,1090,694788,25,14,0,12,25,0,0,2
1708787,Tungsten (music),11229,unprotected,,1288,1708787,25,14,0,65,25,0,0,2
13545279,The Tourist (album),4274,unprotected,,158,13545279,25,14,0,1,25,0,0,2
17093880,Rauli Pudas,5696,unprotected,,2214,17093880,25,14,0,20,25,0,0,2
35024589,Francis Dent,7467,unprotected,,1452,35024589,25,14,0,28,25,0,0,2
38880048,National Defense Mediation Board,9805,unprotected,,9257,38880048,25,14,1,19,25,0,0,2
41888341,Matthew Rowley,6508,unprotected,,1240,41888341,25,14,1,9,25,0,0,2
42290767,EcoTower,16883,unprotected,,2547,42290767,25,14,0,72,25,0,0,2
599023,Fruition,38609,unprotected,,8097,599023,25,14,0,96,26,0,0,2
23595126,Emergency Committee in Aid of Displaced Foreign Scholars,9056,unprotected,,5162,23595126,25,14,0,39,26,0,0,2
24021112,Abonos (album),6229,unprotected,,43,24021112,25,14,0,7,26,0,0,2
41292897,Kenneth Klassen,11885,unprotected,,7814,41292897,25,14,0,89,26,0,0,2
44601576,Alexander Whitelaw,9935,unprotected,,5140,44601576,25,14,1,38,26,0,0,2
8696306,William Hamilton Nisbet,10518,unprotected,,3235,8696306,25,14,0,66,27,0,0,2
24606319,Park Chang-kyu,4748,unprotected,,1739,24606319,25,14,2,10,27,0,0,2
22300353,Chinese people in Cameroon,22155,unprotected,,8894,22300353,25,14,2,95,27,0,0,2
26992620,2010 Tallahassee Tennis Challenger,4246,unprotected,,2625,26992620,25,14,0,2,27,0,0,2
28016408,Northern Line (Cape Town),49421,unprotected,,7441,28016408,25,14,0,144,27,0,0,2
34399951,Mount Magazine State Park,44887,unprotected,,8669,34399951,25,14,0,487,27,0,0,2
43040461,GikII,7026,unprotected,,3616,43040461,25,14,1,12,27,0,0,2
8035336,Wig wag (truck braking systems),45452,unprotected,,64,8035336,25,14,0,230,28,0,0,2
25186128,Beccán mac Luigdech,9612,unprotected,,2395,25186128,25,14,2,30,28,0,0,2
4818282,Broad Dyke,6912,unprotected,,1001,4818282,25,14,0,37,28,0,0,2
5172501,Tactile corpuscles of Grandry,5321,unprotected,,13040,5172501,25,14,2,29,28,0,0,2
18980645,List of lakes of Poland,30100,unprotected,,1102,18980645,25,14,6,73,28,0,0,2
38044090,Anthony Ker,5697,unprotected,,2799,38044090,25,14,2,28,28,0,0,2
43072303,Geometric Shapes Extended,29482,unprotected,,8624,43072303,25,14,2,396,28,0,0,2
13525100,Enterprise test software,18218,unprotected,,5198,13525100,25,14,0,62,29,0,0,2
39100133,Pleinfeld station,5319,unprotected,,12015,39100133,25,14,1,11,29,0,0,2
33325761,Charles H. Heyl,5887,unprotected,,2580,33325761,30,14,1,11,30,0,0,2
3052641,Los Gusanos,18027,unprotected,,1919,3052641,25,14,0,182,30,0,0,2
7024311,The Three Daughters of King O'Hara,26206,unprotected,,4731,7024311,25,14,0,145,30,0,0,2
19396477,Chimalpopoca (Moctezuma),25068,unprotected,,1362,19396477,25,14,0,276,30,0,0,2
27078859,Slub (band),10215,unprotected,,3213,27078859,25,14,0,48,30,0,0,2
27097465,Zones (novel),7197,unprotected,,2925,27097465,25,14,0,30,30,0,0,2
29759400,Ad Liska,9108,unprotected,,3829,29759400,25,14,1,43,30,0,0,2
47026446,Surya Upanishad,32640,unprotected,,7844,47026446,25,14,1,301,30,0,0,2
15876146,Plator,16437,unprotected,,2042,15876146,25,14,0,119,31,0,0,2
23111904,List of banks in Morocco,102513,unprotected,,2594,23111904,25,14,0,1133,31,0,0,2
38170178,Jim Bredar,5717,unprotected,,8646,38170178,25,14,0,20,32,0,0,2
13687446,Department of Education (Nepal),29493,unprotected,,978,13687446,25,14,0,118,32,0,0,2
13879567,Turn the Page (Californication),6433,unprotected,,69,13879567,25,14,0,6,32,0,0,2
15821959,Rongorongo text V,7497,unprotected,,3178,15821959,25,14,1,28,32,0,0,2
25591486,Lambert Latham,13662,unprotected,,955,25591486,25,14,0,32,32,0,0,2
11630234,Harvey H. Johnson,7512,unprotected,,3018,11630234,25,14,0,19,33,0,0,2
25830725,1982 World's Strongest Man,36653,unprotected,,3484,25830725,25,14,0,382,33,0,0,2
33733338,Stedman TS-1 City of Leeds,4885,unprotected,,6786,33733338,25,14,0,4,33,0,0,2
43409696,Elkton station,10788,unprotected,,7231,43409696,25,14,1,119,33,0,0,2
2828717,Philemon Arthur and the Dung,19779,unprotected,,3388,2828717,25,14,2,299,34,0,0,2
5836830,Pioneer 2M,20415,unprotected,,1568,5836830,25,14,0,131,34,0,0,2
18771208,Richie Powling,15010,unprotected,,6069,18771208,25,14,1,523,34,0,0,2
20126680,1979 Intertoto Cup,14359,unprotected,,5254,20126680,25,14,1,70,34,0,0,2
36964040,Diego el Mulato,16185,unprotected,,9292,36964040,25,14,1,198,34,0,0,2
21063798,José Fedor Rey,38143,unprotected,,704,21063798,25,14,1,427,35,0,0,2
12067863,Saint Mitre,12781,unprotected,,1938,12067863,25,14,1,65,35,0,0,2
13452245,Tristich,13447,unprotected,,44,13452245,25,14,0,46,35,0,0,2
19117027,Triumph Legend 964cc,13036,unprotected,,4234,19117027,25,14,1,55,35,0,0,2
41450855,Marie-Louise Desmatins,5279,unprotected,,2607,41450855,25,14,1,31,35,0,0,2
8031855,N-211 road (Spain),9015,unprotected,,2555,8031855,25,14,3,21,36,0,0,2
43927576,Charles F. Spalding,19446,unprotected,,7376,43927576,25,14,0,158,36,0,0,2
19396237,Nuliajuk,27333,unprotected,,4317,19396237,25,14,1,859,37,0,0,2
5806621,Orval J. Nease,5399,unprotected,,2343,5806621,25,14,1,16,37,0,0,2
14874715,NFIA,34819,unprotected,,6869,14874715,25,14,1,137,37,0,0,2
45600650,Abram Wolf Edelman,8461,unprotected,,5711,45600650,25,14,1,57,37,0,0,2
15589345,WPAX,14494,unprotected,,7884,15589345,25,14,1,78,38,0,0,2
4363280,List of birds of the Tuamotus,5249,unprotected,,5124,4363280,25,14,1,14,38,0,0,2
5245645,USS Chimo (1864),9749,unprotected,,5653,5245645,25,14,2,64,38,0,0,2
1849707,Deekin,8008,unprotected,,83,1849707,25,14,0,6,39,0,0,2
6368793,MULTOS,25433,unprotected,,4861,6368793,25,14,0,115,39,0,0,2
13707494,Laranjada,25708,unprotected,,1157,13707494,25,14,0,189,39,0,0,2
21633293,National Railroad of Mexico,18088,unprotected,,4908,21633293,25,14,5,163,39,0,0,2
24902786,Jean Derode,5856,unprotected,,4071,24902786,25,14,0,7,39,0,0,2
32289827,The Gravy Train,56091,unprotected,,3424,32289827,25,14,0,616,40,0,0,2
1554088,Bishops and Clerks,10227,unprotected,,5373,1554088,25,14,3,97,40,0,0,2
5730708,United Lutheran Church in America,29315,unprotected,,4293,5730708,25,14,1,514,40,0,0,2
7926786,Barbara Holecek,4156,unprotected,,2716,7926786,25,14,0,9,40,0,0,2
16235977,John Fullarton,8607,unprotected,,6609,16235977,25,14,1,31,40,0,0,2
41050468,Emil Cohen (comedian),6590,unprotected,,3042,41050468,25,14,2,18,40,0,0,2
13367099,Plavnikovye Islands,6266,unprotected,,2547,13367099,25,14,1,12,41,0,0,2
29699801,"Tomb of the Prophets Haggai, Zechariah and Malachi",57990,unprotected,,7006,29699801,25,14,0,517,41,0,0,2
31693627,Paulinus Igwe Nwagu,10311,unprotected,,5741,31693627,25,14,0,49,42,0,0,2
19191815,The Fix (EP),10210,unprotected,,133,19191815,25,14,0,27,43,0,0,2
1127604,Shelbourne United F.C.,12116,unprotected,,5228,1127604,25,14,1,87,45,0,0,2
691543,Kingswood Borough,9494,unprotected,,2807,691543,25,14,1,32,45,0,0,2
2065029,Chuck Anderson (Canadian football),8361,unprotected,,3587,2065029,25,14,0,17,45,0,0,2
2393807,Honda MB50,67674,unprotected,,1394,2393807,25,14,1,569,45,0,0,2
33576858,Chicago Police Department in popular culture,24448,unprotected,,14152,33576858,25,14,0,173,45,0,0,2
25341642,Taisha-zukuri,35275,unprotected,,6546,25341642,25,14,1,182,46,0,0,2
10416714,Luther Pass,15391,unprotected,,3463,10416714,25,14,0,106,47,0,0,2
18484082,Gananda Central School District,10586,unprotected,,3404,18484082,25,14,0,63,48,0,0,2
291204,Historical Permission Notice and Disclaimer,19440,unprotected,,2729,291204,25,14,2,301,48,0,0,2
664636,Eotvos (unit),30967,unprotected,,3045,664636,25,14,3,145,48,0,0,2
20905313,Paul Reeves (Bishop of Georgia),5963,unprotected,,6367,20905313,25,14,3,21,48,0,0,2
39242760,Nong Chok Park,4868,unprotected,,3007,39242760,25,14,0,26,48,0,0,2
4378748,Amber Trilogy,5795,unprotected,,40,4378748,25,14,0,2,49,0,0,2
6082149,HMS Porlock Bay (K650),13535,unprotected,,8481,6082149,25,14,8,61,50,0,0,2
4462385,Hudson Greater Eight,40064,unprotected,,12586,4462385,25,14,0,449,50,0,0,2
8084300,Leipzig Marathon,12937,unprotected,,7741,8084300,25,14,0,42,50,0,0,2
1576436,Suars,9391,unprotected,,76,1576436,25,14,0,6,51,0,0,2
26517074,"Red Lion Inn, Shoreham-by-Sea",12613,unprotected,,9742,26517074,25,14,0,258,51,0,0,2
34158546,Allan Cameron (British Army officer),7080,unprotected,,4768,34158546,25,14,4,45,51,0,0,2
4999792,Us Girls,19052,unprotected,,1549,4999792,25,14,0,71,52,0,0,2
7414905,HMS Greetham (M2632),14464,unprotected,,9008,7414905,25,14,3,49,52,0,0,2
8202942,2001 World Grand Prix (darts),16588,unprotected,,8802,8202942,25,14,1,66,52,0,0,2
1418053,Battle of Dry Lake,10986,unprotected,,3961,1418053,25,14,1,46,54,0,0,2
24710702,Dundasite,12454,unprotected,,3561,24710702,25,14,0,51,54,0,0,2
37986692,Karcher v. May,6060,unprotected,,7136,37986692,25,14,2,12,54,0,0,2
28235838,Dan Eberle,9413,unprotected,,4438,28235838,25,14,0,57,55,0,0,2
36064717,Sorority Girls (TV series),26651,unprotected,,4103,36064717,25,14,0,134,56,0,0,2
4363265,The Florida SpringFest,11166,unprotected,,4587,4363265,25,14,1,67,56,0,0,2
6005161,Kittel Halvorson,13895,unprotected,,4630,6005161,25,14,0,60,56,0,0,2
15689716,1920 in paleontology,7705,unprotected,,4780,15689716,25,14,0,26,56,0,0,2
5675972,Photo Production Ltd v Securicor Transport Ltd,66873,unprotected,,8533,5675972,25,14,7,430,57,0,0,2
43727854,6th PMPC Star Awards for Television,8297,unprotected,,10821,43727854,25,14,1,80,57,0,0,2
26418199,Bill MacPhail,21341,unprotected,,6085,26418199,25,14,0,117,58,0,0,2
1109061,"Rampon, Count of Barcelona",8324,unprotected,,1945,1109061,25,14,3,49,58,0,0,2
27118485,Dance on My Grave,51241,unprotected,,5015,27118485,25,14,0,2908,58,0,0,2
14688315,Nnarambia,7218,unprotected,,3981,14688315,25,14,0,52,59,0,0,2
1672328,V1974 Cygni,17707,unprotected,,10690,1672328,25,14,3,180,60,0,0,2
13137524,B-cell prolymphocytic leukemia,41436,unprotected,,21620,13137524,25,14,5,270,61,0,0,2
19641393,"Dogtown, St. Louis",87450,unprotected,,3260,19641393,25,14,2,737,61,0,0,2
1077942,List of state leaders in 1352,5016,unprotected,,103,1077942,25,14,0,1,62,0,0,2
41553691,George Commey Mills-Odoi,6554,unprotected,,10918,41553691,25,14,0,69,62,0,0,2
16755122,1910–11 Montreal Canadiens season,10700,unprotected,,7134,16755122,25,14,2,36,63,0,0,2
1192144,Harry Schneider,8873,unprotected,,10543,1192144,25,14,0,48,63,0,0,2
12733346,Tamasopo,44395,unprotected,,4719,12733346,25,14,1,495,64,0,0,2
43620551,Grange Hill (series 4),50734,unprotected,,22204,43620551,25,14,0,862,64,0,0,2
10996038,Von Joshua,19716,unprotected,,3979,10996038,25,14,0,188,66,0,0,2
2204295,Side-spar cable-stayed bridge,34425,unprotected,,3178,2204295,25,14,3,188,66,0,0,2
5702097,UCT Mathematics Competition,11259,unprotected,,8927,5702097,25,14,1,57,66,0,0,2
23153911,List of schools in Sefton,27449,unprotected,,5814,23153911,25,14,0,126,66,0,0,2
27498520,Smyth Sidewinder,30090,unprotected,,6931,27498520,25,14,0,185,67,0,0,2
580353,Fallturm Bremen,44048,unprotected,,1511,580353,25,14,1,489,68,0,0,2
8921947,Joe Kirkup,18721,unprotected,,4779,8921947,25,14,0,208,68,0,0,2
9788153,Hereditary officers of the Roman Curia,19112,unprotected,,3847,9788153,25,14,1,110,68,0,0,2
322805,List of universities in Slovenia,78054,unprotected,,2764,322805,25,14,3,639,69,0,0,2
2108823,Changing Partners,42170,unprotected,,5874,2108823,25,14,0,317,69,0,0,2
21251314,Pernessa C. Seele,13355,unprotected,,9140,21251314,25,14,1,69,69,0,0,2
21700074,Marcus Adam,17031,unprotected,,10682,21700074,25,14,1,589,69,0,0,2
8143342,Vyvyn Lazonga,19171,unprotected,,12342,8143342,25,14,1,140,70,0,0,2
40442199,Zach Minter,20685,unprotected,,5401,40442199,25,14,0,81,70,0,0,2
42089708,NGOM Fest,7085,unprotected,,6578,42089708,25,14,1,22,71,0,0,2
12226976,George Dempsey (basketball),14619,unprotected,,4258,12226976,25,14,0,50,72,0,0,2
16632483,1262 Sniadeckia,7968,unprotected,,16767,16632483,25,14,1,8,72,0,0,2
42786379,Newbie and the Disasternauts,13518,unprotected,,6416,42786379,25,14,0,88,72,0,0,2
29156171,Barend du Plessis,50412,unprotected,,9673,29156171,25,14,0,453,73,0,0,2
47543347,Way of the Dragon 2,72955,unprotected,,2341,47543347,25,14,0,501,73,0,0,2
3024106,Apple Expo,22514,unprotected,,3950,3024106,25,14,1,93,74,0,0,2
1065761,List of state leaders in 1461,4993,unprotected,,103,1065761,25,14,0,0,75,0,0,2
16514490,Stephen Hoar,4943,unprotected,,7209,16514490,25,14,1,5,76,0,0,2
1553849,401 Ottilia,14217,unprotected,,3210,1553849,25,14,1,35,77,0,0,2
36240356,Lillie Pierce Voss,18092,unprotected,,5361,36240356,25,14,1,51,77,0,0,2
1120915,The Amateur Marriage,28112,unprotected,,6879,1120915,25,14,0,849,78,0,0,2
12900532,Kevin Hobbs,17756,unprotected,,3419,12900532,25,14,0,79,78,0,0,2
1932265,Russian Telegraph Agency,22917,unprotected,,2961,1932265,25,14,2,161,81,0,0,2
7448534,Dave Dir,14350,unprotected,,7851,7448534,25,14,0,73,81,0,0,2
11272714,Himna kosovskih junaka,48401,unprotected,,5014,11272714,25,14,0,296,81,0,0,2
30469890,2010 All-Pro Team,92409,unprotected,,10104,30469890,25,14,0,798,81,0,0,2
14682445,Acuera,24458,unprotected,,15473,14682445,25,14,0,172,83,0,0,2
22994239,List of songs recorded by Kasabian,43268,unprotected,,8990,22994239,25,14,3,249,83,0,0,2
9258443,Enrico Blasi,33684,unprotected,,15000,9258443,25,14,0,260,85,0,0,2
1977942,Micronesian languages,111033,unprotected,,2043,1977942,25,14,3,1558,86,0,0,2
9784914,MGP Nordic 2006,10535,unprotected,,3563,9784914,25,14,0,58,87,0,0,2
39793608,2013 Sun Bowl,24791,unprotected,,7920,39793608,25,14,0,90,90,0,0,2
2291514,Agaric,232055,unprotected,,2179,2291514,25,14,5,2210,91,0,0,2
15466212,Ayu-mi-x 6: Gold,8741,unprotected,,47,15466212,25,14,0,18,92,0,0,2
4678142,Isuzu Bellel,52769,unprotected,,6229,4678142,25,14,0,490,94,0,0,2
8049290,Nyami Nyami,192637,unprotected,,7428,8049290,25,14,2,2117,95,0,0,2
30990611,Ministry of Finance (Hawaii),8203,unprotected,,13567,30990611,25,14,0,24,95,0,0,2
