page_id,page_title,view_count,protection_level,protection_expiry,page_length,page_id_scrapped,number_page_watchers,number_page_watchers_recent_edits,number_of_redirects,page_views_past_30days,total_edits,recent_number_of_edits,number_distinct_authors,number_categories
9740875,High School Confidential (film),111813,unprotected,,6753,9740875,25,14,0,1093,140,1,1,4
5884206,Wildlife tourism,226594,unprotected,,19715,5884206,25,14,4,1869,150,1,1,4
1279194,Islam in Yemen,140499,unprotected,,4824,1279194,25,14,0,987,170,1,1,4
47935643,"My Daughter, Geum Sa-wol",529543,unprotected,,12306,47935643,25,14,0,4209,170,1,1,4
845709,Simcoe North,42355,unprotected,,31635,845709,25,14,1,1232,193,1,1,4
37752425,Andrew Gilding,58863,unprotected,,22641,37752425,25,14,1,147,199,1,1,4
1543272,Edwin J. Roland,15197,unprotected,,21375,1543272,25,14,0,103,213,1,1,4
619891,Northern alligator lizard,164537,unprotected,,7416,619891,25,14,5,2003,224,1,1,4
1169177,Battle of Ascalon,204324,unprotected,,13383,1169177,35,11,2,15813,229,1,1,4
4374452,Miss Connecticut USA,78863,unprotected,,14657,4374452,25,14,7,2345,245,1,1,4
35761443,V. Owen Bush,10243,unprotected,,24586,35761443,25,14,1,41,245,1,1,4
1188238,Tul Bahadur Pun,164203,unprotected,,18096,1188238,25,14,2,3296,277,1,1,4
4549814,Jurassic Park: The Ride,596066,unprotected,,16814,4549814,25,14,5,7017,298,1,1,4
87405,ChatZilla,118975,unprotected,,13846,87405,48,14,2,571,321,1,1,4
36117884,The Oatmeal and FunnyJunk legal dispute,80519,unprotected,,45175,36117884,34,3,7,585,360,1,1,4
625081,Coccus,832049,unprotected,,4885,625081,63,11,4,6722,429,1,1,4
20148372,2009 Oregon Ducks football team,124417,unprotected,,54940,20148372,25,14,3,1371,526,1,1,4
27849037,Laitse,11525,unprotected,,2580,27849037,25,14,0,49,22,2,1,4
48254415,The Twilight Children,19129,unprotected,,4646,48254415,25,14,0,85,25,2,1,4
1229638,Partmaximum,18646,unprotected,,2137,1229638,25,14,0,197,35,2,2,4
5312220,American Coalition of Citizens with Disabilities,22043,unprotected,,9093,5312220,25,14,1,94,36,2,2,4
43406478,Mahmoud Goudarzi,12087,unprotected,,2767,43406478,25,14,0,64,36,2,2,4
1512508,Swift River (Alaska),5479,unprotected,,3658,1512508,25,14,0,21,40,2,1,4
42359147,Robert McMahan,16500,unprotected,,10778,42359147,25,14,3,70,56,2,1,4
8227825,Morrisons Cove,17541,unprotected,,6249,8227825,25,14,2,143,74,2,1,4
1266537,Double Dragon III: The Sacred Stones,104112,unprotected,,9677,1266537,25,14,3,1066,79,2,2,4
33002187,Kellie Wells (athlete),69661,unprotected,,5118,33002187,25,14,0,1103,85,2,1,4
34679631,Amidu Salifu,39382,unprotected,,4640,34679631,25,14,0,145,99,2,2,4
14042818,Pacific Asia Travel Association,137735,unprotected,,24745,14042818,25,14,2,734,114,2,1,4
2332617,Baba Shadi Shaheed,71262,unprotected,,3931,2332617,25,14,1,1090,145,2,1,4
673658,Kid Gleason,127965,unprotected,,8514,673658,25,14,1,2536,159,2,1,4
46692239,Ismat Zaidi,519785,unprotected,,13381,46692239,25,14,0,2121,197,2,2,4
30071477,Gunawan Dwi Cahyo,41089,unprotected,,7391,30071477,25,14,0,221,239,2,1,4
36811,Subset sum problem,892613,unprotected,,21183,36811,88,11,6,9728,423,2,2,4
43731732,1940 Vanderbilt Commodores football team,8959,unprotected,,9563,43731732,25,14,3,29,30,3,2,4
4887423,Huberman,8242,unprotected,,570,4887423,25,14,1,179,34,3,2,4
40403698,Kim Seong-yeon,16763,unprotected,,5484,40403698,25,14,1,586,46,3,3,4
16023751,List of Norwegian artists,90109,unprotected,,8731,16023751,25,14,3,623,114,3,1,4
10390233,Battles of Zhawar,50991,unprotected,,11540,10390233,25,14,3,1498,131,3,1,4
3055784,Lezlie Deane,122373,unprotected,,4711,3055784,25,14,0,1351,132,3,1,4
821919,Feck,254611,unprotected,,6260,821919,35,3,4,2850,431,3,3,4
4253041,MIL-STD-810,1437184,unprotected,,23099,4253041,81,7,4,13295,480,3,2,4
17157507,Karen Atkinson (netball),21194,unprotected,,7043,17157507,25,14,1,74,56,4,2,4
1647067,Unused New York City Subway service labels,127553,unprotected,,12282,1647067,33,6,11,1450,477,4,2,4
18315071,Minor Inscriptions of Kharavela,7815,unprotected,,8070,18315071,25,14,0,89,40,5,2,4
701207,Radix,999296,unprotected,,7217,701207,211,26,6,12854,543,5,5,4
959066,Tsukuba Express,105201,unprotected,,26028,959066,25,14,1,1100,194,6,4,4
3168708,Alvechurch F.C.,139097,unprotected,,23536,3168708,25,14,4,1451,403,7,1,4
2680144,Leopardus,302344,unprotected,,19246,2680144,39,5,1,3562,328,8,4,4
47680391,Warhammer Age of Sigmar,905921,unprotected,,41042,47680391,25,14,3,13194,365,8,5,4
6236527,Florida Atlantic Owls football,749739,unprotected,,25639,6236527,25,14,5,3708,1176,8,1,4
2509600,GE AC4400CW,266054,unprotected,,10377,2509600,25,14,3,4655,289,10,6,4
31457304,Anthony Gose,159985,unprotected,,24921,31457304,25,14,2,12949,465,10,7,4
597584,Tree traversal,2390298,unprotected,,24487,597584,222,21,37,21980,1285,10,3,4
17527256,Welsh phonology,184723,unprotected,,14996,17527256,34,5,2,3208,206,44,5,4
35474005,"Varabad, Tehran",3342,unprotected,,1820,35474005,25,14,0,3,3,0,0,5
2441133,Hocicudo,5822,unprotected,,109,61561707,25,14,0,0,3,0,0,5
35461734,Najafdar,3630,unprotected,,1745,35461734,25,14,1,3,3,0,0,5
35647887,Ravokh,4432,unprotected,,1791,35647887,25,14,0,5,3,0,0,5
35659717,Qazaqi,6344,unprotected,,1866,35659717,25,14,2,18,3,0,0,5
35994464,Aspur,7629,unprotected,,1829,35994464,25,14,1,20,3,0,0,5
37072582,Pa Derazan,3444,unprotected,,1872,37072582,25,14,0,6,3,0,0,5
37444004,"Shobeysheh, Shadegan",3174,unprotected,,1770,37444004,25,14,0,3,3,0,0,5
37924683,Bash Kardan,5404,unprotected,,1854,37924683,25,14,1,16,3,0,0,5
37996533,Lowz Dar,4772,unprotected,,1771,37996533,25,14,2,2,3,0,0,5
38190542,Kus Ali,4466,unprotected,,1791,38190542,25,14,0,20,3,0,0,5
41633607,"Barchan, Iran",6854,unprotected,,1805,41633607,25,14,1,13,3,0,0,5
35243039,Sowminak,3763,unprotected,,1876,35243039,25,14,6,3,4,0,0,5
35264093,"Dehak, Qazvin",4877,unprotected,,1723,35264093,25,14,0,7,4,0,0,5
48909910,Strandheem '92,3520,unprotected,,2245,48909910,25,14,0,9,4,0,0,5
21560278,Chojniczki-Wybudowanie,3431,unprotected,,1694,21560278,25,14,0,5,5,0,0,5
34306486,Leonard Feather's Encyclopedia of Jazz,7915,unprotected,,2585,34306486,25,14,0,20,5,0,0,5
38377889,Mishen,7405,unprotected,,1828,38377889,25,14,4,17,5,0,0,5
39540513,"Taqiabad, Zarand",2652,unprotected,,1923,39540513,25,14,1,0,5,0,0,5
40505784,"Qareh Gowzlu, East Azerbaijan",4222,unprotected,,1830,40505784,25,14,0,10,5,0,0,5
41084178,Pashkam,3511,unprotected,,1766,41084178,25,14,1,2,5,0,0,5
41830019,Deh Damcheh,6038,unprotected,,1874,41830019,25,14,3,3,5,0,0,5
21261926,"Troniny, Silesian Voivodeship",3962,unprotected,,1661,21261926,25,14,0,7,5,0,0,5
36043861,Aq Qabr,3257,unprotected,,1800,36043861,25,14,0,4,5,0,0,5
37335384,Haft Shahidan,4166,unprotected,,2050,37335384,25,14,4,7,5,0,0,5
37786799,Akharan,5298,unprotected,,1854,37786799,25,14,2,8,5,0,0,5
37923734,Bagh Narges,5791,unprotected,,1817,37923734,25,14,1,15,5,0,0,5
38445527,Aqcheh Kharabeh,3389,unprotected,,1949,38445527,25,14,3,11,5,0,0,5
38445672,"Hakan, Iran",5937,unprotected,,1820,38445672,25,14,2,19,5,0,0,5
39004317,Dumar-e Sofla,4772,unprotected,,1863,39004317,25,14,4,10,5,0,0,5
39320032,Tehgak,3446,unprotected,,1741,39320032,25,14,1,2,5,0,0,5
39405925,"Hojjatabad, Ravar",6488,unprotected,,1844,39405925,25,14,1,14,5,0,0,5
39844707,"Sorkh Alijeh, Kermanshah",5175,unprotected,,1854,39844707,25,14,0,0,5,0,0,5
39994776,Sib-e Madab-e Sofla,5200,unprotected,,2021,39994776,25,14,1,1,5,0,0,5
40051357,Ahmad Salar-e Kalat Tayebi,3464,unprotected,,2036,40051357,25,14,1,3,5,0,0,5
40549319,"Qaleh Qazi, East Azerbaijan",8242,unprotected,,1971,40549319,25,14,2,28,5,0,0,5
40561628,Molla Hamzeh,3321,unprotected,,1914,40561628,25,14,0,7,5,0,0,5
40621949,Leyli Daghi,3313,unprotected,,1874,40621949,25,14,0,7,5,0,0,5
40673727,Telim Kandi,4288,unprotected,,1918,40673727,25,14,1,5,5,0,0,5
40697435,Chehregan,4187,unprotected,,1961,40697435,25,14,4,5,5,0,0,5
40762795,Saminu,4154,unprotected,,1809,40762795,25,14,1,15,5,0,0,5
41349842,Tappeh Taq,2802,unprotected,,1829,41349842,25,14,2,1,5,0,0,5
41763346,"Bahramabad, Kazerun",6166,unprotected,,1814,41763346,25,14,0,19,5,0,0,5
41795713,"Cham-e Gaz, Fars",3544,unprotected,,1776,41795713,25,14,0,2,5,0,0,5
41912449,Ripak-e Saleh,3525,unprotected,,1878,41912449,25,14,1,2,5,0,0,5
41916598,Hoseyn Zehi,4218,unprotected,,2019,41916598,25,14,6,7,5,0,0,5
41936901,"Eslamabad, Bampur",3291,unprotected,,1883,41936901,25,14,1,8,5,0,0,5
42819373,Psyrassa subglabra,1778,unprotected,,849,42819373,25,14,0,1,5,0,0,5
36130118,"Towhidabad, Golestan",5715,unprotected,,1853,36130118,25,14,1,13,6,0,0,5
48985076,William Dunstone,4074,unprotected,,1878,48985076,25,14,1,9,6,0,0,5
21226078,HMS Lee,4433,unprotected,,903,21226078,25,14,0,7,6,0,0,5
21263939,"Cicha, Silesian Voivodeship",4531,unprotected,,1590,21263939,25,14,1,13,6,0,0,5
33864621,"Ziba, Lorestan",5256,unprotected,,1773,33864621,25,14,0,13,6,0,0,5
34585496,"Tjong, Nordland",5757,unprotected,,2022,34585496,25,14,0,18,6,0,0,5
38108678,Zanjiran,4877,unprotected,,1864,38108678,25,14,0,13,6,0,0,5
39796373,"Darneh, Kermanshah",3339,unprotected,,1880,39796373,25,14,0,9,6,0,0,5
39918619,Abrizi,4016,unprotected,,1930,39918619,25,14,0,5,6,0,0,5
39938452,"Haft Cheshmeh, Kohgiluyeh and Boyer-Ahmad",3245,unprotected,,1886,39938452,25,14,0,3,6,0,0,5
41833690,"Safiabad, Fars",4702,unprotected,,1772,41833690,25,14,1,8,6,0,0,5
42686278,Eburia latispina,2911,unprotected,,836,42686278,25,14,0,2,6,0,0,5
43023222,Minor Swing (album),8617,unprotected,,2481,43023222,25,14,0,44,6,0,0,5
11517276,Crucial FM,4977,unprotected,,521,11517276,25,14,0,21,7,0,0,5
19018807,Szarkówka,3728,unprotected,,1624,19018807,25,14,1,3,7,0,0,5
21666824,"Białe Błoto, Gmina Dziemiany",4241,unprotected,,1846,21666824,25,14,1,5,7,0,0,5
26069433,Aïn Oulmane District,6325,unprotected,,2786,26069433,25,14,1,17,7,0,0,5
35829049,Charaphloeus,4507,unprotected,,2154,35829049,25,14,0,5,7,0,0,5
38639116,Sar Saleh Kutah,3294,unprotected,,2355,38639116,25,14,1,7,7,0,0,5
19022090,Bogoniowice,4367,unprotected,,1539,19022090,25,14,0,10,7,0,0,5
21016174,"Wrzosy, Greater Poland Voivodeship",4221,unprotected,,1669,21016174,25,14,0,12,7,0,0,5
35639913,Ghuzeh Zan,8427,unprotected,,1862,35639913,25,14,2,23,7,0,0,5
35830861,Phloeipsius,4965,unprotected,,1155,35830861,25,14,0,14,7,0,0,5
37482556,Fell (album),5056,unprotected,,1952,37482556,25,14,0,12,7,0,0,5
38320857,Mahbar,4594,unprotected,,1804,38320857,25,14,0,7,7,0,0,5
38660320,"Deli, Chaharmahal and Bakhtiari",4854,unprotected,,2292,38660320,25,14,0,12,7,0,0,5
39702928,Darreh Duzakh,4631,unprotected,,1878,39702928,25,14,0,7,7,0,0,5
40628967,Jahangir Kandi,4025,unprotected,,1852,40628967,25,14,0,6,7,0,0,5
41773236,"Chah Gazi, Lamerd",5796,unprotected,,1790,41773236,25,14,0,6,7,0,0,5
42819073,Protosphaerion signatipenne,1860,unprotected,,970,42819073,25,14,0,1,7,0,0,5
49026198,"Crossroads, Alabama",9401,unprotected,,2559,49026198,25,14,1,33,7,0,0,5
21294731,*NSYNC,151861,sysop, infinity,21294731,108,53,4,0,698,8,0,0,5
21261427,"Adamów, Gmina Mykanów",3545,unprotected,,1645,21261427,25,14,1,4,8,0,0,5
24325082,Kozaki Osuchowskie,2927,unprotected,,1641,24325082,25,14,0,4,8,0,0,5
33325927,Trelassick,3561,unprotected,,448,33325927,25,14,0,9,8,0,0,5
40887576,Pseudatteria ardoris,3617,unprotected,,1388,40887576,25,14,0,3,8,0,0,5
42957732,Hybodera debilis,2504,unprotected,,951,42957732,25,14,0,3,8,0,0,5
43606346,Adetus subcostatus,2564,unprotected,,743,43606346,25,14,0,3,8,0,0,5
19856645,Rydzyn Szlachecki,4011,unprotected,,1537,19856645,25,14,0,4,8,0,0,5
21120069,Marcewo,3022,unprotected,,1547,21120069,25,14,0,1,8,0,0,5
33685746,Streptocionella,2347,unprotected,,1457,33685746,25,14,0,4,8,0,0,5
35778912,"Maxine, West Virginia",8951,unprotected,,2774,35778912,25,14,0,32,8,0,0,5
38719707,Hoseynabad-e Luli,4218,unprotected,,2046,38719707,25,14,0,6,8,0,0,5
39149238,"Riceville, Fulton County, Kentucky",4575,unprotected,,3016,39149238,25,14,0,18,8,0,0,5
40890469,"Mian Rud, Bala Khiyaban-e Litkuh",4309,unprotected,,1842,40890469,25,14,0,11,8,0,0,5
40948367,Amorbia decerptana,4104,unprotected,,1199,40948367,25,14,1,8,8,0,0,5
41122248,Hajji Deh,7482,unprotected,,1848,41122248,25,14,2,16,8,0,0,5
42818138,Micropsyrassa meridionalis,4169,unprotected,,965,42818138,25,14,0,2,8,0,0,5
42843658,"Standard, Vernon Parish, Louisiana",4635,unprotected,,2169,42843658,25,14,0,8,8,0,0,5
43412148,Noduliferola anepsia,3001,unprotected,,1428,43412148,25,14,0,4,8,0,0,5
44376358,Schoenobius scirpus,4759,unprotected,,1725,44376358,25,14,0,9,8,0,0,5
46324787,"Clarington, Pennsylvania",10515,unprotected,,3162,46324787,25,14,0,69,8,0,0,5
47427865,Coleotechnites chillcotti,3221,unprotected,,1277,47427865,25,14,2,8,8,0,0,5
47513613,Teleiodes italica,3348,unprotected,,1144,47513613,25,14,1,7,8,0,0,5
49330766,"Bitter Lake (Day County, South Dakota)",6015,unprotected,,2289,49330766,25,14,0,22,8,0,0,5
19001842,"Leliwa, Łódź Voivodeship",4915,unprotected,,1551,19001842,25,14,1,12,9,0,0,5
18327325,Blizawy,10447,unprotected,,1552,18327325,25,14,0,10,9,0,0,5
19017249,"Piotrowice, Ryki County",2821,unprotected,,1666,19017249,25,14,0,7,9,0,0,5
19855652,Smrock-Kolonia,3856,unprotected,,1546,19855652,25,14,0,10,9,0,0,5
24595760,Traumatic spondylopathy,11393,unprotected,,980,24595760,25,14,0,24,9,0,0,5
31359629,Chondropomatus,2805,unprotected,,1530,31359629,25,14,0,2,9,0,0,5
36840758,Iolaus bakeri,7767,unprotected,,1314,36840758,25,14,3,19,9,0,0,5
41261697,"Sadeqabad, Divandarreh",2807,unprotected,,2203,41261697,25,14,2,2,9,0,0,5
41283604,Gashki,4921,unprotected,,2128,41283604,25,14,0,2,9,0,0,5
42863949,Lethrinus obsoletus,6602,unprotected,,955,42863949,25,14,5,24,9,0,0,5
43178848,Euderces dilutus,2308,unprotected,,934,43178848,25,14,0,3,9,0,0,5
43255169,Charles Morton (cyclist),3880,unprotected,,1591,43255169,25,14,0,14,9,0,0,5
43415893,Mammillaria mainiae,6699,unprotected,,614,43415893,25,14,1,17,9,0,0,5
43517016,Mebane Commercial Historic District,3552,unprotected,,2472,43517016,25,14,0,17,9,0,0,5
45453696,L. L. Westfall,2369,unprotected,,1509,45453696,25,14,0,4,9,0,0,5
49694846,Zorica (princess),9558,unprotected,,2145,49694846,25,14,3,58,9,0,0,5
25008892,Navarretia breweri,3915,unprotected,,1370,25008892,25,14,1,11,10,0,0,5
27015676,Evdokiya,6682,unprotected,,637,27015676,25,14,0,91,10,0,0,5
47198312,Nigel Costello,5306,unprotected,,3255,47198312,25,14,1,19,10,0,0,5
18969053,Krzemieniewice,2775,unprotected,,1544,18969053,25,14,0,0,10,0,0,5
20921922,Camissoniopsis hirtella,3580,unprotected,,1642,20921922,25,14,2,10,10,0,0,5
31549562,Dirk Kontny,2924,unprotected,,1956,31549562,25,14,0,13,10,0,0,5
35018431,Garden City Radio,14267,unprotected,,1586,35018431,25,14,0,52,10,0,0,5
38649056,Bard Bor,5462,unprotected,,2169,38649056,25,14,2,10,10,0,0,5
42467118,Lorentz Mortensen Angell,4206,unprotected,,2600,42467118,25,14,0,20,10,0,0,5
43094702,Dioicodendron,3791,unprotected,,1440,43094702,25,14,1,12,10,0,0,5
44434240,Ebu (album),9459,unprotected,,2916,44434240,25,14,0,37,10,0,0,5
44958772,Glyphodes magnificalis,2683,unprotected,,945,44958772,25,14,0,4,10,0,0,5
47274034,Sigmund Feyling,5782,unprotected,,2200,47274034,25,14,0,12,10,0,0,5
48444143,Laughin' to Keep from Cryin',13986,unprotected,,3489,48444143,25,14,0,145,10,0,0,5
48556476,Crescent Lake (Utah),4226,unprotected,,3468,48556476,25,14,0,16,10,0,0,5
49125475,Nina Belikova,3378,unprotected,,2927,49125475,25,14,0,9,10,0,0,5
22834861,Alloscelus,3815,unprotected,,1177,22834861,25,14,0,11,11,0,0,5
25397157,Vriesea schunkii,3472,unprotected,,1019,25397157,25,14,0,4,11,0,0,5
40967592,Turkmen National Theatre of Youth,7655,unprotected,,2274,40967592,25,14,0,28,11,0,0,5
19915406,"Zalesice, Masovian Voivodeship",2637,unprotected,,1684,19915406,25,14,0,9,11,0,0,5
22152821,Amefrontia,3751,unprotected,,1811,22152821,25,14,0,2,11,0,0,5
27581377,Grivice,5046,unprotected,,2378,27581377,25,14,0,4,11,0,0,5
30584599,Bardstown (horse),5657,unprotected,,3616,30584599,25,14,0,30,11,0,0,5
36037163,"Harmony Hill, Wisconsin",4513,unprotected,,2458,36037163,25,14,0,16,11,0,0,5
36116460,Euphaedra congo,2406,unprotected,,1280,36116460,25,14,1,2,11,0,0,5
36135150,Euptera kinugnana,3460,unprotected,,1857,36135150,25,14,1,7,11,0,0,5
41300578,"Nabiabad, Kurdistan",3729,unprotected,,2221,41300578,25,14,2,5,11,0,0,5
42069933,Hired armed schooner Sir Sidney Smith,2837,unprotected,,1931,42069933,25,14,0,4,11,0,0,5
43012092,Langsdorfia forreri,4918,unprotected,,1084,43012092,25,14,0,8,11,0,0,5
43549004,"Dorsey, Nebraska",4125,unprotected,,2062,43549004,25,14,0,7,11,0,0,5
44293115,Archischoenobius nanlingensis,2457,unprotected,,999,44293115,25,14,0,3,11,0,0,5
44696686,Henry Adams (American football),6465,unprotected,,1738,44696686,25,14,0,23,11,0,0,5
46655938,Peter McGalloway,4650,unprotected,,1917,46655938,25,14,1,6,11,0,0,5
48634156,Death Valley Gunfighter,10776,unprotected,,2916,48634156,25,14,0,69,11,0,0,5
22459028,Neoborocera,2745,unprotected,,1478,22459028,25,14,1,5,12,0,0,5
45379476,Spirama inconspicua,4353,unprotected,,1093,45379476,25,14,1,6,12,0,0,5
47344998,James S. Handford House,3207,unprotected,,2105,47344998,25,14,0,10,12,0,0,5
17242024,Kho-kyin,5299,unprotected,,1329,17242024,25,14,0,1,12,0,0,5
24029320,M. Rajasekar,5906,unprotected,,858,24029320,25,14,0,20,12,0,0,5
33104725,Boulendor,6698,unprotected,,2317,33104725,25,14,0,18,12,0,0,5
34127601,Lajos Szikszai,5594,unprotected,,5129,34127601,25,14,0,18,12,0,0,5
35923584,"Tuggleville, Kentucky",5035,unprotected,,3181,35923584,25,14,0,14,12,0,0,5
36665013,Jennifer Taylor (volleyball),5798,unprotected,,1291,36665013,25,14,0,50,12,0,0,5
39985513,Saidabad-e Jajrud,5698,unprotected,,2084,39985513,25,14,1,13,12,0,0,5
40550788,Juvarim,4180,unprotected,,1833,40550788,25,14,0,4,12,0,0,5
45610658,Music from Other Galaxies and Planets,9494,unprotected,,3900,45610658,25,14,0,69,12,0,0,5
46180677,Ditrigona chama,2813,unprotected,,1532,46180677,25,14,0,3,12,0,0,5
47714109,U-Turn (Isaac Hayes album),21675,unprotected,,2176,47714109,25,14,1,239,12,0,0,5
47738261,Stegall General Store,5499,unprotected,,1884,47738261,25,14,0,8,12,0,0,5
48772826,Antaeotricha lignicolor,2490,unprotected,,1986,48772826,25,14,1,8,12,0,0,5
48867653,Webster Campbell,8790,unprotected,,2125,48867653,25,14,0,71,12,0,0,5
28388375,Kučići (Trebinje),5229,unprotected,,2509,28388375,25,14,1,13,13,0,0,5
28426488,Agraura,4707,unprotected,,505,28426488,25,14,0,17,13,0,0,5
30940850,Fiskum,7102,unprotected,,4769,30940850,25,14,0,21,13,0,0,5
45664664,Canucha sublignata,3033,unprotected,,2203,45664664,25,14,3,10,13,0,0,5
25460933,Vriesea pardalina,4510,unprotected,,1023,25460933,25,14,0,19,13,0,0,5
25845963,Puya ferruginea,5697,unprotected,,1704,25845963,25,14,0,19,13,0,0,5
29015392,Stenoptilia albilimbata,2413,unprotected,,758,29015392,25,14,0,2,13,0,0,5
29733698,Lindqvist Nunatak,3854,unprotected,,977,29733698,25,14,0,5,13,0,0,5
31702957,Truls Kristiansen,3270,unprotected,,1549,31702957,25,14,0,8,13,0,0,5
32866934,Shisheh Garan,3746,unprotected,,1837,32866934,25,14,0,5,13,0,0,5
43724094,Stefano Zanatta,4695,unprotected,,1565,43724094,25,14,0,21,13,0,0,5
44011890,Strange Celestial Road,21595,unprotected,,2983,44011890,25,14,0,190,13,0,0,5
47067230,Dichomeris praealbescens,1881,unprotected,,1827,47067230,25,14,1,0,13,0,0,5
36037846,When Liking Turns to Loving,4240,unprotected,,1495,36037846,25,14,1,25,14,0,0,5
42272140,Spilarctia adumbrata,2880,unprotected,,1112,42272140,25,14,1,5,14,0,0,5
47020265,Trambesh Peak,3070,unprotected,,2604,47020265,25,14,0,6,14,0,0,5
22945689,"Bereke, Kazakhstan",6037,unprotected,,3339,22945689,25,14,0,17,14,0,0,5
27101294,Zacatrophon,2463,unprotected,,1388,27101294,25,14,0,7,14,0,0,5
29305309,Eragrostideae,15621,unprotected,,2395,29305309,25,14,0,80,14,0,0,5
32776712,Pyroderces tethysella,2728,unprotected,,1222,32776712,25,14,0,4,14,0,0,5
34725953,Craig Richards (footballer),5099,unprotected,,1266,34725953,25,14,0,10,14,0,0,5
37686701,Scopula albilarvata,3916,unprotected,,1135,37686701,25,14,1,6,14,0,0,5
40654445,Former Residence of Ba Jin,8833,unprotected,,3666,40654445,25,14,0,29,14,0,0,5
41275006,"Farmers Loop, Alaska",22870,unprotected,,4834,41275006,25,14,0,92,14,0,0,5
43455995,Imagine (Mort Shuman album),8090,unprotected,,1425,43455995,25,14,0,48,14,0,0,5
44172595,Winifredia,3151,unprotected,,1377,44172595,25,14,1,6,14,0,0,5
45269042,Cottonwood School No. 45,4200,unprotected,,2257,45269042,25,14,0,6,14,0,0,5
47141599,Hypatima procax,3086,unprotected,,2406,47141599,25,14,1,9,14,0,0,5
2207525,Terziere,12908,unprotected,,1508,2207525,25,14,0,59,15,0,0,5
25805556,Asota fulvia,2883,unprotected,,768,25805556,25,14,1,2,15,0,0,5
16967560,"Norton, Yolo County, California",9820,unprotected,,1942,16967560,25,14,1,14,15,0,0,5
32562504,List of Brisbane Bears captains,7207,unprotected,,774,32562504,25,14,0,54,15,0,0,5
35344690,Ascalenia jerichoella,3577,unprotected,,942,35344690,25,14,1,7,15,0,0,5
36191120,Reno CyberKnife,4929,unprotected,,5135,36191120,25,14,0,1,15,0,0,5
37554103,Floating dock Muloobinba,7646,unprotected,,2346,37554103,25,14,1,43,15,0,0,5
38964104,Charles Cochran (cricketer),4403,unprotected,,900,38964104,25,14,0,8,15,0,0,5
39286092,Soul Message,14716,unprotected,,3269,39286092,25,14,0,86,15,0,0,5
40591948,"Longwood House (Farmville, Virginia)",22299,unprotected,,4413,40591948,25,14,0,101,15,0,0,5
41986971,"Liverpool Street, Hobart",6131,unprotected,,3146,41986971,25,14,0,21,15,0,0,5
43760104,Cradle (video game),20697,unprotected,,1713,43760104,25,14,0,171,15,0,0,5
48788031,Henry Enamorado,6534,unprotected,,1957,48788031,25,14,0,36,15,0,0,5
25692748,Rieumory Aqueduct,3212,unprotected,,1461,25692748,25,14,0,9,16,0,0,5
28384134,Ostružnja Donja,3006,unprotected,,2556,28384134,25,14,1,6,16,0,0,5
46289529,"Belmont Park, Long Beach, California",10503,unprotected,,4193,46289529,25,14,0,119,16,0,0,5
2814684,Forum for Restoration of Democracy (Tanzania),4393,unprotected,,822,2814684,25,14,0,13,16,0,0,5
4603085,Jakobsnes,6352,unprotected,,2306,4603085,25,14,0,16,16,0,0,5
15964005,"Reuben Township, Harlan County, Nebraska",4396,unprotected,,3520,15964005,25,14,2,6,16,0,0,5
23305391,Pomos,22116,unprotected,,3497,23305391,25,14,0,275,16,0,0,5
31767521,List of Wales Minor Counties Cricket Club List A players,5862,unprotected,,22286,31767521,25,14,3,24,16,0,0,5
31978863,Michael Claridge,5808,unprotected,,1217,31978863,25,14,3,22,16,0,0,5
35847542,Mikhail Zhelobovskiy,4601,unprotected,,1260,35847542,25,14,1,7,16,0,0,5
36265157,"Needmore, Ballard County, Kentucky",5345,unprotected,,4170,36265157,25,14,1,10,16,0,0,5
36470518,Lepidochrysops reichenowii,3094,unprotected,,1142,36470518,25,14,3,8,16,0,0,5
46319381,"Perth, Minnesota",6121,unprotected,,3900,46319381,25,14,0,17,16,0,0,5
46339228,Blacksmith Run,3573,unprotected,,822,46339228,25,14,0,2,16,0,0,5
48607217,Afroeurydemus puncticollis,3236,unprotected,,1826,48607217,25,14,0,14,16,0,0,5
15614328,"Blue Grass Township, Scott County, Iowa",6621,unprotected,,3455,15614328,25,14,0,14,17,0,0,5
16086737,"Davis Creek Township, Valley County, Nebraska",4190,unprotected,,3503,16086737,25,14,2,9,17,0,0,5
16227471,Amdoukal,7807,unprotected,,1080,16227471,25,14,1,26,17,0,0,5
24386107,Catocala grisatra,3133,unprotected,,1213,24386107,25,14,2,5,17,0,0,5
44340282,Railroad Depot Complex,5430,unprotected,,2181,44340282,25,14,0,15,17,0,0,5
7410033,Benjamin Tipper,6361,unprotected,,3344,7410033,25,14,1,14,17,0,0,5
14560903,Freedom from Despair,6982,unprotected,,2005,14560903,25,14,0,17,17,0,0,5
18473432,Swiss Path,16749,unprotected,,1336,18473432,25,14,0,143,17,0,0,5
19364638,Njube Sundowns F.C.,8679,unprotected,,627,19364638,25,14,1,41,17,0,0,5
19580783,Phaeosphecia,3153,unprotected,,1667,19580783,25,14,3,4,17,0,0,5
21732926,Bramoides,3965,unprotected,,1240,21732926,25,14,0,1,17,0,0,5
28384178,Prisade,4319,unprotected,,2486,28384178,25,14,0,13,17,0,0,5
29042095,Stenoptilodes agricultura,2729,unprotected,,1207,29042095,25,14,0,1,17,0,0,5
33356266,Purificacion Santamarta,5927,unprotected,,5320,33356266,25,14,2,201,17,0,0,5
37747772,John Knauer House and Mill,5854,unprotected,,2680,37747772,25,14,0,11,17,0,0,5
