page_id,page_title,view_count,protection_level,protection_expiry,page_length,number_page_watchers,number_page_watchers_recent_edits,number_of_redirects,page_views_past_30days,total_edits,recent_number_of_edits,number_distinct_authors,number_categories,protection_expiry,protection_expiry_date,protection_expiry_time,protection_duration_days,timestamp,protection_expiry_flag
2447343,Matt Barnes,3931053,autoconfirmed,,14410,Fewer than 30 watchers,,1,2295,81,0,0,5,infinity,infinity,31-12-9999,, 2021-08-20,1
2452594,Malaika Arora,6033583,autoconfirmed,,13880,71,4,14,5754,3395,5,3,3,infinity,infinity,31-12-9999,, 2021-08-20,1
2454180,Dan Schneider (writer),51339,autoconfirmed,,1223,85,2,8,437,3039,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
2454238,Dan Schneider (TV producer),5023606,autoconfirmed,,75711,50,9,5,1609,931,15,3,22,infinity,infinity,31-12-9999,, 2021-08-20,1
2454603,Khosa,62428,autoconfirmed,,77716,78,6,11,6536,1030,2,1,11,infinity,infinity,31-12-9999,, 2021-08-20,1
2456371,David West (basketball),1873866,autoconfirmed,,98,Fewer than 30 watchers,,0,557,98,0,0,7,infinity,infinity,31-12-9999,, 2021-08-20,1
2456731,Al-Ahbash,195350,extendedconfirmed,,40274,160,8,9,387,1698,1,1,6,infinity,infinity,31-12-9999,, 2021-08-20,1
2458327,Katif (moshav),14149,extendedconfirmed,,184824,139,53,10,35004,1906,27,17,16,infinity,infinity,31-12-9999,, 2021-08-20,1
2474550,Jehanabad district,112338,autoconfirmed,,3425,Fewer than 30 watchers,,1,13,27,0,0,6,infinity,infinity,31-12-9999,, 2021-08-20,1
2475638,Diana Buttu,55156,extendedconfirmed,,407,Fewer than 30 watchers,,0,41,6,0,0,3,infinity,infinity,31-12-9999,, 2021-08-20,1
2476014,Kia Picanto,1013111,autoconfirmed,,92852,274,18,19,13513,2995,4,2,16,infinity,infinity,31-12-9999,, 2021-08-20,1
2480627,McDonald's,18124205,autoconfirmed,,41,50,50,0,81,1,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
2485800,Gallery of flags of dependent territories,210716,autoconfirmed,,95594,558,61,30,50127,5992,2,2,30,infinity,infinity,31-12-9999,, 2021-08-20,1
2487747,Murder of Thomas and Jackie Hawks,924492,autoconfirmed,,169071,335,38,33,96045,4761,12,9,25,infinity,infinity,31-12-9999,, 2021-08-20,1
2487940,Gabriel Iglesias,5765949,autoconfirmed,,18,Fewer than 30 watchers,,0,58,6,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
2493049,Leash (BDSM),2841,autoconfirmed,,72,Fewer than 30 watchers,,0,182,1,0,0,3,infinity,infinity,31-12-9999,, 2021-08-20,1
2494084,Hair care,745216,autoconfirmed,,136984,608,48,32,294752,7571,24,11,32,infinity,infinity,31-12-9999,, 2021-08-20,1
2496937,Feelin' Way Too Damn Good,39582,autoconfirmed,,33921,75,13,2,7912,797,2,1,8,infinity,infinity,31-12-9999,, 2021-08-20,1
2498192,Gloria Borger,1790192,autoconfirmed,,132451,383,31,13,73019,4939,5,3,21,infinity,infinity,31-12-9999,, 2021-08-20,1
2499568,Independence Day (India),7787854,autoconfirmed,,195474,230,15,6,105745,10574,10,4,27,infinity,infinity,31-12-9999,, 2021-08-20,1
2500535,Kaster,15737,autoconfirmed,,175530,566,70,76,134658,8189,27,15,23,infinity,infinity,31-12-9999,, 2021-08-20,1
2504364,Mr. Capone-E,592358,autoconfirmed,,7068,Fewer than 30 watchers,,1,509,146,1,1,2,infinity,infinity,31-12-9999,, 2021-08-20,1
2507979,Chelsea Cooley,103914,autoconfirmed,,30,Fewer than 30 watchers,,0,126,1,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
2510506,Indo-Aryan migrations,209432,autoconfirmed,,309733,404,38,16,109261,9146,6,5,26,infinity,infinity,31-12-9999,, 2021-08-20,1
2511238,Johnathan Wendel,336992,autoconfirmed,,74,772,66,0,3238,6,0,0,3,infinity,infinity,31-12-9999,, 2021-08-20,1
2512935,List of best-selling books,7883755,autoconfirmed,,133,68,There may or may not be a watching user visiting recent edits,0,755,4,0,0,6,infinity,infinity,31-12-9999,, 2021-08-20,1
2513630,Cyborg (film),817227,autoconfirmed,,72,220,39,0,2824,1,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
2516495,Kelly Services,398345,autoconfirmed,,105998,207,19,23,17363,2365,12,5,21,infinity,infinity,31-12-9999,, 2021-08-20,1
2517122,Love Me Two Times,157305,autoconfirmed,,9289,175,27,2,44137,1673,0,0,3,infinity,infinity,31-12-9999,, 2021-08-20,1
2517159,Georgia Bulldogs football,2309067,autoconfirmed,,62,Fewer than 30 watchers,,0,81,21,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
2518228,El Shaddai (movement),135808,autoconfirmed,,147,158,30,0,52565,9,0,0,7,infinity,infinity,31-12-9999,, 2021-08-20,1
2520583,Malik Shabazz,20950,sysop,,459,Fewer than 30 watchers,,0,18563,57,0,0,5,infinity,infinity,31-12-9999,, 2021-08-20,1
2521370,Geoff Keighley,525030,autoconfirmed,,12170,315,43,14,77906,1758,0,0,14,infinity,infinity,31-12-9999,, 2021-08-20,1
2521661,Joe Hart,4523757,autoconfirmed,,49332,289,14,46,31406,3076,2,2,25,infinity,infinity,31-12-9999,, 2021-08-20,1
2527031,List of animal sounds,6496842,autoconfirmed,,114448,353,57,191,111264,3826,4,3,20,infinity,infinity,31-12-9999,, 2021-08-20,1
2532114,Jacque Fresco,1099877,autoconfirmed,,84913,135,17,24,15843,1241,2,2,9,infinity,infinity,31-12-9999,, 2021-08-20,1
2539441,"England, Arkansas",220877,autoconfirmed,,302482,59,21,19,14233,3571,77,7,13,infinity,infinity,31-12-9999,, 2021-08-20,1
2549603,Buford Highway International Community,712,sysop,,134,Fewer than 30 watchers,,0,14,7,0,0,4,infinity,infinity,31-12-9999,, 2021-08-20,1
2558012,Five Guys,2268384,autoconfirmed,,196087,237,21,21,16048,2827,5,3,22,infinity,infinity,31-12-9999,, 2021-08-20,1
2564702,Leva Patel,172219,autoconfirmed,,196413,836,42,26,79391,15199,3,3,40,infinity,infinity,31-12-9999,, 2021-08-20,1
2566513,Hamish Blake,617488,autoconfirmed,,24970,62,6,1,12924,559,1,1,15,infinity,infinity,31-12-9999,, 2021-08-20,1
2569378,Hurricane Katrina,12633164,autoconfirmed,,50,Fewer than 30 watchers,,0,0,3,0,0,2,infinity,infinity,31-12-9999,, 2021-08-20,1
2574542,List of programs broadcast by GMA Network,2601786,autoconfirmed,,10789,Fewer than 30 watchers,,0,41,710,0,0,4,infinity,infinity,31-12-9999,, 2021-08-20,1
2579854,List of people known as the Just,41896,autoconfirmed,,7060,Fewer than 30 watchers,,1,967,352,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
2581386,HITEC City,690824,autoconfirmed,,7451,Fewer than 30 watchers,,0,219,96,0,0,8,infinity,infinity,31-12-9999,, 2021-08-20,1
2589713,Chernobyl disaster,49219710,autoconfirmed,,13624,Fewer than 30 watchers,,0,6234,143,2,2,4,infinity,infinity,31-12-9999,, 2021-08-20,1
2590444,Model Farms High School,18353,autoconfirmed,,20296,Fewer than 30 watchers,,1,458,429,0,0,5,infinity,infinity,31-12-9999,, 2021-08-20,1
2590858,Chris Packham,2052747,extendedconfirmed,,6772,66,2,2,972,170,0,0,4,infinity,infinity,31-12-9999,, 2021-08-20,1
2592369,Labiaplasty,2568028,autoconfirmed,,174531,1256,72,35,124547,22654,7,7,30,infinity,infinity,31-12-9999,, 2021-08-20,1
2592372,MS Zaandam,248782,autoconfirmed,,57,43,2,0,103,2,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
2596927,Muhammad Sayyid Tantawy,134879,autoconfirmed,,38321,36,4,1,4427,2413,2,2,3,infinity,infinity,31-12-9999,, 2021-08-20,1
2600526,Janmejay,4482,autoconfirmed,,83,Fewer than 30 watchers,,0,857,32,0,0,2,infinity,infinity,31-12-9999,, 2021-08-20,1
2600884,Football helmet,496663,autoconfirmed,,35,Fewer than 30 watchers,,0,13,10,2,1,,infinity,infinity,31-12-9999,, 2021-08-20,1
2604793,Emmanuel Adebayor,4006213,autoconfirmed,,35,87,87,0,3,1,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
2607500,Brad Fischetti,38729,sysop,,66,Fewer than 30 watchers,,0,1,3,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
2612073,Faizabad district,176694,autoconfirmed,,11074,Fewer than 30 watchers,,2,810,282,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
2615444,J.R.,3455,autoconfirmed,,135,Fewer than 30 watchers,,0,2,16,0,0,4,infinity,infinity,31-12-9999,, 2021-08-20,1
2615536,Moving company,461865,autoconfirmed,,15443,Fewer than 30 watchers,,4,1469,509,2,1,6,infinity,infinity,31-12-9999,, 2021-08-20,1
2618155,Masih,49445,autoconfirmed,,11319,222,29,9,41433,2060,0,0,8,infinity,infinity,31-12-9999,, 2021-08-20,1
2619852,Dubstep,2676673,autoconfirmed,,25838,169,30,12,26185,4051,7,5,17,infinity,infinity,31-12-9999,, 2021-08-20,1
2620027,Mingrelians,198657,autoconfirmed,,4696,Fewer than 30 watchers,,2,1127,82,0,0,4,infinity,infinity,31-12-9999,, 2021-08-20,1
2622715,Beit El,127930,extendedconfirmed,,2125,Fewer than 30 watchers,,0,22,29,0,0,14,infinity,infinity,31-12-9999,, 2021-08-20,1
2627820,Chris Brown,17798522,autoconfirmed,,132040,416,39,42,43401,5271,4,4,26,infinity,infinity,31-12-9999,, 2021-08-20,1
2629332,Kristen Stewart,25311859,autoconfirmed,,24708,53,5,8,4516,341,1,1,7,infinity,infinity,31-12-9999,, 2021-08-20,1
2632114,Hip hop,4261676,autoconfirmed,,121072,703,87,31,163534,21763,30,19,12,infinity,infinity,31-12-9999,, 2021-08-20,1
2633662,Mahesh Babu,13852150,autoconfirmed,,1726,Fewer than 30 watchers,,1,115,158,0,0,3,infinity,infinity,31-12-9999,, 2021-08-20,1
2640119,Hollow (Bleach),20548,sysop,,31,Fewer than 30 watchers,,0,4,27,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
2648352,Freddie as F.R.O.7,153945,autoconfirmed,,180282,676,60,27,114772,4435,1,1,15,infinity,infinity,31-12-9999,, 2021-08-20,1
2654171,List of Billboard Hot 100 chart achievements and milestones,3925760,autoconfirmed,,108402,83,10,8,13551,839,7,3,15,infinity,infinity,31-12-9999,, 2021-08-20,1
2654371,Image and Reality of the Israel–Palestine Conflict,19185,extendedconfirmed,,116,Fewer than 30 watchers,,0,253,1,1,1,3,infinity,infinity,31-12-9999,, 2021-08-20,1
2655286,Indian nationalism,907002,autoconfirmed,,27085,35,3,4,901,195,0,0,6,infinity,infinity,31-12-9999,, 2021-08-20,1
2662731,Maria Pia de Saxe-Coburg-Gotha-Braganca,669,autoconfirmed,,17592,82,9,3,26011,863,0,0,14,infinity,infinity,31-12-9999,, 2021-08-20,1
2691060,Extro,31382,autoconfirmed,,21836,149,2,10,28699,3296,0,0,19,infinity,infinity,31-12-9999,, 2021-08-20,1
2691738,Hotak dynasty,255093,autoconfirmed,,92,Fewer than 30 watchers,,0,14,11,0,0,2,infinity,infinity,31-12-9999,, 2021-08-20,1
2697304,Gold as an investment,1160839,autoconfirmed,,21080,51,4,1,3269,863,3,1,16,infinity,infinity,31-12-9999,, 2021-08-20,1
2703248,Hurricane Rita,1446245,autoconfirmed,,37433,347,25,15,189417,4082,4,4,14,infinity,infinity,31-12-9999,, 2021-08-20,1
2704897,Anti-Islamism,16771,sysop,,104,130,9,0,522,5,0,0,4,infinity,infinity,31-12-9999,, 2021-08-20,1
2707594,Hindki,40893,autoconfirmed,,78921,235,26,17,49955,2566,1,1,20,infinity,infinity,31-12-9999,, 2021-08-20,1
2708118,Chhetri,516764,autoconfirmed,,55575,283,29,12,27788,2844,2,2,46,infinity,infinity,31-12-9999,, 2021-08-20,1
2709802,Chishtian,56645,autoconfirmed,,22,Fewer than 30 watchers,,0,10,4,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
2710081,Charles Phillips (businessman),215895,autoconfirmed,,45,Fewer than 30 watchers,,0,53,1,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
2714393,Baqa'a refugee camp,1683606,extendedconfirmed,,200256,398,39,58,89814,6372,5,5,40,infinity,infinity,31-12-9999,, 2021-08-20,1
2715064,List of United States federal executive orders,2771171,autoconfirmed,,45,Fewer than 30 watchers,,0,21,7,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
2717302,Hellenic languages,536094,autoconfirmed,,141573,451,42,13,92986,6187,4,4,42,infinity,infinity,31-12-9999,, 2021-08-20,1
2725179,Alfei Menashe,39605,extendedconfirmed,,20639,37,9,2,313,159,0,0,3,infinity,infinity,31-12-9999,, 2021-08-20,1
2730462,List of schools in Bangladesh,400860,autoconfirmed,,39712,58,16,6,21876,2343,85,28,5,infinity,infinity,31-12-9999,, 2021-08-20,1
2731583,Adolf Hitler,56231743,extendedconfirmed,,20330,157,7,7,1976,521,5,2,7,infinity,infinity,31-12-9999,, 2021-08-20,1
2736748,Lake Mungo,219677,autoconfirmed,,83255,56,7,6,11174,880,7,6,27,infinity,infinity,31-12-9999,, 2021-08-20,1
2748966,Awesomeness,5991,sysop,,41,Fewer than 30 watchers,,0,0,2,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
2761328,Model Laboratory School,24756,autoconfirmed,,18996,Fewer than 30 watchers,,0,732,562,1,1,2,infinity,infinity,31-12-9999,, 2021-08-20,1
2772078,Lara Logan,2844693,autoconfirmed,,5210,46,5,1,13215,245,0,0,12,infinity,infinity,31-12-9999,, 2021-08-20,1
2772921,G Scorpii,42274,autoconfirmed,,304335,916,83,24,116018,10051,4,4,33,infinity,infinity,31-12-9999,, 2021-08-20,1
2773076,Guns N' Roses,12989028,autoconfirmed,,13020,58,13,22,6349,6261,5,3,8,infinity,infinity,31-12-9999,, 2021-08-20,1
2776537,Colors Marathi,172615,autoconfirmed,,48,732,25,0,5784,73,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
2781576,Israeli-occupied territories,1360796,extendedconfirmed,,28861,32,10,6,9856,110,1,1,2,infinity,infinity,31-12-9999,, 2021-08-20,1
2783826,Compile (company),96398,autoconfirmed,,56974,161,6,28,11477,1697,1,1,24,infinity,infinity,31-12-9999,, 2021-08-20,1
2785426,James Alexander Thom,42287,autoconfirmed,,70837,369,26,38,60624,3909,2,2,24,infinity,infinity,31-12-9999,, 2021-08-20,1
2792911,Jhang,273435,autoconfirmed,,32528,189,11,22,34329,3404,2,2,18,infinity,infinity,31-12-9999,, 2021-08-20,1
2795272,Jornbarger,900,sysop,,52,Fewer than 30 watchers,,0,257,12,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
2796268,Hawiye,358819,autoconfirmed,,58832,347,53,9,93349,3385,0,0,32,infinity,infinity,31-12-9999,, 2021-08-20,1
2799081,List of heads of state of South Sudan,79159,autoconfirmed,,26698,Fewer than 30 watchers,,6,6087,204,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
2803429,Darod,431960,autoconfirmed,,51971,92,15,4,25054,1820,6,6,70,infinity,infinity,31-12-9999,, 2021-08-20,1
2804100,Lend lease act,7151,sysop,,54,Fewer than 30 watchers,,0,0,2,0,0,2,infinity,infinity,31-12-9999,, 2021-08-20,1
2808007,Jill Singer,54280,autoconfirmed,,22889,106,7,6,15628,1787,5,3,9,infinity,infinity,31-12-9999,, 2021-08-20,1
2808269,Mary Stävin,180962,autoconfirmed,,13497,77,9,6,7995,1262,1,1,7,infinity,infinity,31-12-9999,, 2021-08-20,1
2808399,Force 17,136450,extendedconfirmed,,61495,108,18,22,10701,1661,4,1,29,infinity,infinity,31-12-9999,, 2021-08-20,1
2809680,Municipality of Žirovnica,11332,autoconfirmed,,8378,Fewer than 30 watchers,,2,1436,79,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
2812578,Garfield (character),801411,autoconfirmed,,90,907,222,0,84088,2,0,0,6,infinity,infinity,31-12-9999,, 2021-08-20,1
2820632,Lee Thompson Young,4116669,autoconfirmed,,14212,Fewer than 30 watchers,,0,530,265,0,0,3,infinity,infinity,31-12-9999,, 2021-08-20,1
2820832,Mansur ad-Din of Adal,12055,extendedconfirmed,,8592,Fewer than 30 watchers,,0,884,165,0,0,10,infinity,infinity,31-12-9999,, 2021-08-20,1
2820839,Jamal ad-Din II,13230,extendedconfirmed,,89,272,23,0,189,1,0,0,3,infinity,infinity,31-12-9999,, 2021-08-20,1
2828939,Give Love on Christmas Day,56212,autoconfirmed,,33223,77,13,21,8427,3808,5,2,10,infinity,infinity,31-12-9999,, 2021-08-20,1
2832794,Meena Kumari,3601104,autoconfirmed,,14563,30,9,3,6374,278,0,0,6,infinity,infinity,31-12-9999,, 2021-08-20,1
2838286,Grand Princess,351297,autoconfirmed,,12170,Fewer than 30 watchers,,0,88,168,0,0,6,infinity,infinity,31-12-9999,, 2021-08-20,1
2843775,First Bulgarian Empire,1186448,autoconfirmed,,90,121,16,0,2241,1078,0,0,2,infinity,infinity,31-12-9999,, 2021-08-20,1
2844938,Mark Zuckerberg,31973975,autoconfirmed,,102393,438,32,8,52414,6897,1,1,58,infinity,infinity,31-12-9999,, 2021-08-20,1
2851797,Center for Immigration Studies,405137,autoconfirmed,,13495,Fewer than 30 watchers,,0,522,84,0,0,6,infinity,infinity,31-12-9999,, 2021-08-20,1
2854123,Gakhars,149724,autoconfirmed,,250639,486,65,61,85553,8873,11,9,32,infinity,infinity,31-12-9999,, 2021-08-20,1
2855038,Joey Barton,2767821,autoconfirmed,,117,345,3,0,1,5,0,0,5,infinity,infinity,31-12-9999,, 2021-08-20,1
2855327,List of Universal Television programs,191079,autoconfirmed,,142,Fewer than 30 watchers,,0,6,18,0,0,5,infinity,infinity,31-12-9999,, 2021-08-20,1
2862407,Double Team (film),532134,autoconfirmed,,19467,393,34,8,49346,1613,2,2,18,infinity,infinity,31-12-9999,, 2021-08-20,1
2869843,HS2000,682844,autoconfirmed,,103,192,50,0,1,1,0,0,3,infinity,infinity,31-12-9999,, 2021-08-20,1
2872345,Lupe Fiasco,2942942,autoconfirmed,,58,231,24,0,0,1,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
2872825,List of social networking services,192420,extendedconfirmed,,13295,Fewer than 30 watchers,,1,97,57,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
2878406,Grewal,65737,autoconfirmed,,35406,332,23,41,43632,7741,10,5,20,infinity,infinity,31-12-9999,, 2021-08-20,1
2878666,Hurricane Wilma,2588292,autoconfirmed,,29647,76,6,20,5848,722,1,1,23,infinity,infinity,31-12-9999,, 2021-08-20,1
2892400,Cowtown,46900,autoconfirmed,,27,Fewer than 30 watchers,,0,0,1,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
2897896,"Indian School, Muscat",68655,autoconfirmed,,11428,60,7,1,18557,770,2,2,3,infinity,infinity,31-12-9999,, 2021-08-20,1
2898554,Macedonian Slavs,10907,sysop,,79,47,47,0,0,9,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
2901782,Mark Rathbun,667268,autoconfirmed,,7559,Fewer than 30 watchers,,0,526,163,0,0,9,infinity,infinity,31-12-9999,, 2021-08-20,1
2902770,Hair transplantation,1637284,autoconfirmed,,25326,110,12,10,41631,1928,0,0,17,infinity,infinity,31-12-9999,, 2021-08-20,1
2907000,Human Shit,5248,sysop,,43,Fewer than 30 watchers,,0,0,22,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
2909776,Ivor Catt,16065,autoconfirmed,,169418,1208,100,86,228615,10151,12,10,42,infinity,infinity,31-12-9999,, 2021-08-20,1
2914318,Damaged Justice,194757,autoconfirmed,,18868,229,26,4,17324,2075,0,0,15,infinity,infinity,31-12-9999,, 2021-08-20,1
2924982,Consent (BDSM),242163,autoconfirmed,,3062,82,13,10,2068,2445,0,0,7,infinity,infinity,31-12-9999,, 2021-08-20,1
2925581,Miranda Kerr,10617049,autoconfirmed,,52,Fewer than 30 watchers,,0,319,1,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
2929054,Joe Brolly,205572,autoconfirmed,,19892,Fewer than 30 watchers,,1,590,202,1,1,13,infinity,infinity,31-12-9999,, 2021-08-20,1
2929621,Jack Thompson (lawyer),1179,sysop,,177,Fewer than 30 watchers,,0,182,26,0,0,5,infinity,infinity,31-12-9999,, 2021-08-20,1
2931723,Elastigirl (The Incredibles),30941,autoconfirmed,,66068,519,45,8,267278,7339,9,6,40,infinity,infinity,31-12-9999,, 2021-08-20,1
2942390,List of Telugu-language television channels,557456,autoconfirmed,,87058,30,5,4,2247,558,1,1,11,infinity,infinity,31-12-9999,, 2021-08-20,1
2942601,Greg Papa,191024,autoconfirmed,,37877,592,43,16,25640,5504,0,0,17,infinity,infinity,31-12-9999,, 2021-08-20,1
2943809,Intercontinental Broadcasting Corporation,285776,autoconfirmed,,44,Fewer than 30 watchers,,0,0,134,0,0,2,infinity,infinity,31-12-9999,, 2021-08-20,1
2950823,Macedonia (Slav),1043,sysop,,112,Fewer than 30 watchers,,0,12,61,0,0,3,infinity,infinity,31-12-9999,, 2021-08-20,1
2966257,Dolphinarium discotheque massacre,185119,extendedconfirmed,,20776,73,29,3,32291,1100,19,4,11,infinity,infinity,31-12-9999,, 2021-08-20,1
2979208,Jussie Smollett,12157073,autoconfirmed,,53422,406,33,53,20890,4663,2,2,15,infinity,infinity,31-12-9999,, 2021-08-20,1
2985745,2000 Ramallah lynching,214275,extendedconfirmed,,50541,88,8,12,17846,3470,2,2,23,infinity,infinity,31-12-9999,, 2021-08-20,1
2996538,Chicken powered nuclear bomb,88617,autoconfirmed,,3604,Fewer than 30 watchers,,0,2211,47,0,0,8,infinity,infinity,31-12-9999,, 2021-08-20,1
2998827,List of countries by number of billionaires,574435,autoconfirmed,,95,Fewer than 30 watchers,,0,7,15,0,0,2,infinity,infinity,31-12-9999,, 2021-08-20,1
3001089,Laurence Fox,6380097,autoconfirmed,,108942,164,18,13,10740,2134,7,4,17,infinity,infinity,31-12-9999,, 2021-08-20,1
3002161,Former Yugoslav Republic of Macedonia (F.Y.R.O.M.),2004,sysop,,19,Fewer than 30 watchers,,0,70,56,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
3003296,Christopher X. Brodeur,11683,autoconfirmed,,20387,45,2,2,3286,415,0,0,20,infinity,infinity,31-12-9999,, 2021-08-20,1
3007024,McGriddles,653198,extendedconfirmed,,1328,Fewer than 30 watchers,,1,166,65,0,0,5,infinity,infinity,31-12-9999,, 2021-08-20,1
3014514,Ilan Pappé,301957,autoconfirmed,,133373,861,39,25,83221,8466,8,6,18,infinity,infinity,31-12-9999,, 2021-08-20,1
3022965,Iran–Israel relations,790065,extendedconfirmed,,20992,98,2,4,299,542,1,1,9,infinity,infinity,31-12-9999,, 2021-08-20,1
3023023,Georges St-Pierre,11703472,autoconfirmed,,162020,1781,109,47,99513,6200,3,3,25,infinity,infinity,31-12-9999,, 2021-08-20,1
3023156,List of Pakistani male actors,27641,autoconfirmed,,18659,32,11,9,8343,51,0,0,3,infinity,infinity,31-12-9999,, 2021-08-20,1
3026626,Morag (moshav),12909,extendedconfirmed,,10555,Fewer than 30 watchers,,1,171,98,0,0,2,infinity,infinity,31-12-9999,, 2021-08-20,1
3030955,Kashmir conflict,5054470,extendedconfirmed,,104001,103,15,4,5174,1005,0,0,16,infinity,infinity,31-12-9999,, 2021-08-20,1
3031474,List of Indigenous Canadian actors,27497,autoconfirmed,,53412,392,27,31,50446,4299,1,1,14,infinity,infinity,31-12-9999,, 2021-08-20,1
3033908,Masood Azhar,1666910,extendedconfirmed,,72675,251,27,13,18580,2315,3,3,26,infinity,infinity,31-12-9999,, 2021-08-20,1
3038564,Dad (disambiguation),49681,autoconfirmed,,63716,565,53,14,80678,5365,2,2,48,infinity,infinity,31-12-9999,, 2021-08-20,1
3044053,List of punk bands from the United Kingdom,361898,autoconfirmed,,8031,51,4,1,10970,839,9,6,,infinity,infinity,31-12-9999,, 2021-08-20,1
3045601,Miccosukee,273997,autoconfirmed,,136,Fewer than 30 watchers,,0,79,7,0,0,8,infinity,infinity,31-12-9999,, 2021-08-20,1
3055692,Garlic bread,444367,autoconfirmed,,6616,Fewer than 30 watchers,,1,271,184,0,0,8,infinity,infinity,31-12-9999,, 2021-08-20,1
3057037,Gender selection,3896,sysop,,20,79,79,0,2733,59,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
3063208,Criticism of Hinduism,140821,autoconfirmed,,107180,63,3,6,26705,2218,4,2,13,infinity,infinity,31-12-9999,, 2021-08-20,1
3067136,Gaza,308937,extendedconfirmed,,9881,41,11,1,346,204,0,0,13,infinity,infinity,31-12-9999,, 2021-08-20,1
3069677,Monkey,5425804,autoconfirmed,,15672,Fewer than 30 watchers,,0,417,78,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
3072810,Mel Lyman,172367,autoconfirmed,,13533,Fewer than 30 watchers,,0,537,196,8,4,,infinity,infinity,31-12-9999,, 2021-08-20,1
3075592,Jewish Virtual Library,160800,extendedconfirmed,,26705,34,6,0,226,107,0,0,6,infinity,infinity,31-12-9999,, 2021-08-20,1
3079746,Cow,830843,autoconfirmed,,187970,975,89,42,92037,9105,5,4,30,infinity,infinity,31-12-9999,, 2021-08-20,1
3084576,List of mobile phone brands by country,5903016,autoconfirmed,,59,Fewer than 30 watchers,,0,0,2,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
3085623,Gahlot,154184,autoconfirmed,,18,Fewer than 30 watchers,,0,0,16,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
3086726,Dulce María,35508421,autoconfirmed,,7177,90,13,4,8496,935,0,0,3,infinity,infinity,31-12-9999,, 2021-08-20,1
3089407,A-League records and statistics,35456,extendedconfirmed,,10455,169,19,11,33061,1612,0,0,10,infinity,infinity,31-12-9999,, 2021-08-20,1
3090357,Ike (Fire Emblem),94396,autoconfirmed,,11578,55,7,1,8911,281,2,1,7,infinity,infinity,31-12-9999,, 2021-08-20,1
3091384,Chippendales,931002,autoconfirmed,,86313,733,50,12,235190,8043,13,3,33,infinity,infinity,31-12-9999,, 2021-08-20,1
3092119,Khokhar,291778,autoconfirmed,,248175,2533,132,33,210596,21661,112,19,43,infinity,infinity,31-12-9999,, 2021-08-20,1
3092338,Betrayer,9970,sysop,,86,Fewer than 30 watchers,,0,18,6,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
3092836,Michael Fassbender,20911096,autoconfirmed,,32552,34,7,1,13412,764,1,1,15,infinity,infinity,31-12-9999,, 2021-08-20,1
3093486,Caucasus campaign,105004,autoconfirmed,,68005,Fewer than 30 watchers,,2,57470,502,38,10,4,infinity,infinity,31-12-9999,, 2021-08-20,1
3118873,Chola dynasty,3347618,autoconfirmed,,23438,32,2,1,4249,1028,0,0,16,infinity,infinity,31-12-9999,, 2021-08-20,1
3120522,Kamala Harris,65958868,extendedconfirmed,,5015,Fewer than 30 watchers,,0,277,159,0,0,4,infinity,infinity,31-12-9999,, 2021-08-20,1
3120542,Disk compression,86026,autoconfirmed,,5378,74,13,10,5710,2520,8,4,6,infinity,infinity,31-12-9999,, 2021-08-20,1
3124908,List of Tamil-language writers,228230,autoconfirmed,,13762,219,18,14,63862,3364,1,1,6,infinity,infinity,31-12-9999,, 2021-08-20,1
3126489,Giorgio da Sebenico,32267,autoconfirmed,,658,Fewer than 30 watchers,,1,351,298,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
3134832,List of Macedonian Slavs,2043,sysop,,101,493,5,0,19,37,0,0,5,infinity,infinity,31-12-9999,, 2021-08-20,1
