page_id,page_title,view_count,protection_level,protection_expiry,page_length,number_page_watchers,number_page_watchers_recent_edits,number_of_redirects,page_views_past_30days,total_edits,recent_number_of_edits,number_distinct_authors,number_categories,protection_expiry,protection_expiry_date,protection_expiry_time,protection_duration_days,timestamp,protection_expiry_flag
65977728,Alan Goncalves Sousa,61609,autoconfirmed,,23845,60,15,15,1417,852,3,2,20, 2021-09-18T08:00:27Z, 2021-09-18,08:00:27Z,29, 2021-08-20,0
624,Alaska,15867911,autoconfirmed,,117937,395,37,23,52690,3893,3,3,48, 2021-09-19T10:19:05Z, 2021-09-19,10:19:05Z,30, 2021-08-20,0
736,Albert Einstein,43071249,autoconfirmed,,22151,265,24,38,65043,1475,0,0,23, 2021-09-19T23:58:01Z, 2021-09-19,23:58:01Z,30, 2021-08-20,0
1208,Alan Turing,23083537,autoconfirmed,,37409,Fewer than 30 watchers,,2,9487,1085,1,1,11, 2021-09-19T07:34:54Z, 2021-09-19,07:34:54Z,30, 2021-08-20,0
2927,Albanians,2659178,autoconfirmed,,18791,Fewer than 30 watchers,,6,11502,561,2,2,20, 2021-09-19T16:33:44Z, 2021-09-19,16:33:44Z,30, 2021-08-20,0
58682,Alan Shearer,6342481,autoconfirmed,,12776,Fewer than 30 watchers,,0,50364,104,6,5,4, 2021-09-19T07:28:03Z, 2021-09-19,07:28:03Z,30, 2021-08-20,0
92221,Alben W. Barkley,976484,autoconfirmed,,200760,243,31,8,73437,3125,10,8,28, 2021-09-19T21:15:25Z, 2021-09-19,21:15:25Z,30, 2021-08-20,0
417559,Alan Sugar,3876798,autoconfirmed,,9477,Fewer than 30 watchers,,0,1318,222,2,2,11, 2021-09-19T07:34:46Z, 2021-09-19,07:34:46Z,30, 2021-08-20,0
3206902,Albaik,188928,autoconfirmed,,68932,99,15,9,55331,2170,2,2,28, 2021-09-19T16:33:20Z, 2021-09-19,16:33:20Z,30, 2021-08-20,0
20659128,Albania–Serbia relations,222658,autoconfirmed,,4946,Fewer than 30 watchers,,1,168,202,0,0,7, 2021-09-19T18:25:08Z, 2021-09-19,18:25:08Z,30, 2021-08-20,0
33977229,Alaska new mexico,453,autoconfirmed,,143386,Fewer than 30 watchers,,0,5522,744,0,0,13, 2021-09-19T16:30:10Z, 2021-09-19,16:30:10Z,30, 2021-08-20,0
42551168,"Albany, New York weather",757,autoconfirmed,,76764,85,12,26,15357,3145,4,2,14, 2021-09-19T21:14:10Z, 2021-09-19,21:14:10Z,30, 2021-08-20,0
65263588,Alana Smith (skateboarder),1974,autoconfirmed,,54529,Fewer than 30 watchers,,0,23763,896,89,6,6, 2021-09-19T07:35:04Z, 2021-09-19,07:35:04Z,30, 2021-08-20,0
1014,Alcohol,5796741,autoconfirmed,,252,Fewer than 30 watchers,,1,80,60,0,0,, 2021-09-20T17:34:05Z, 2021-09-20,17:34:05Z,31, 2021-08-20,0
2965,Alcoholism,5114247,autoconfirmed,,2358,Fewer than 30 watchers,,0,84,81,0,0,5, 2021-09-20T18:48:21Z, 2021-09-20,18:48:21Z,31, 2021-08-20,0
45322,Albus Dumbledore,9212045,autoconfirmed,,9302,Fewer than 30 watchers,,0,4161,289,1,1,6, 2021-09-20T15:58:10Z, 2021-09-20,15:58:10Z,31, 2021-08-20,0
147965,Albert Fish,7650630,autoconfirmed,,82361,75,52,13,52231,576,13,8,8, 2021-09-20T01:09:01Z, 2021-09-20,01:09:01Z,31, 2021-08-20,0
182532,Alec Baldwin,21310881,autoconfirmed,,77040,213,25,50,44306,2694,7,3,22, 2021-09-20T21:25:55Z, 2021-09-20,21:25:55Z,31, 2021-08-20,0
528282,Album,4616814,autoconfirmed,,8745,Fewer than 30 watchers,,0,582,116,0,0,9, 2021-09-20T14:30:34Z, 2021-09-20,14:30:34Z,31, 2021-08-20,0
2499028,Alcohol Justice,23386,autoconfirmed,,17497,62,11,0,16342,1243,12,7,11, 2021-09-20T17:50:38Z, 2021-09-20,17:50:38Z,31, 2021-08-20,0
5644970,Albert Pyun,230143,autoconfirmed,,84351,89,50,6,258216,1324,26,17,16, 2021-09-20T04:19:12Z, 2021-09-20,04:19:12Z,31, 2021-08-20,0
7814042,Alberto Del Rio,4936869,autoconfirmed,,10728,39,8,4,1954,691,0,0,9, 2021-09-20T08:45:16Z, 2021-09-20,08:45:16Z,31, 2021-08-20,0
35182535,Alberto Pomini,31886,autoconfirmed,,25729,Fewer than 30 watchers,,18,68014,622,58,19,7, 2021-09-20T12:48:09Z, 2021-09-20,12:48:09Z,31, 2021-08-20,0
53385053,Alberto El Patron,86301,autoconfirmed,,69776,68,21,1,46367,2384,12,6,21, 2021-09-20T11:34:29Z, 2021-09-20,11:34:29Z,31, 2021-08-20,0
64526803,Alcohol in Nepal,9537,autoconfirmed,,3608,Fewer than 30 watchers,,0,124,128,1,1,5, 2021-09-20T18:47:41Z, 2021-09-20,18:47:41Z,31, 2021-08-20,0
65148903,"Albuquerque, New Mexico weather",1752,autoconfirmed,,19863,124,16,19,13816,3610,2,2,5, 2021-09-20T15:06:04Z, 2021-09-20,15:06:04Z,31, 2021-08-20,0
43223,Alex Ferguson,8518316,autoconfirmed,,9918,Fewer than 30 watchers,,0,24040,228,48,33,10, 2021-09-21T17:50:18Z, 2021-09-21,17:50:18Z,32, 2021-08-20,0
358934,Alex Jones,6518198,autoconfirmed,,41020,45,21,4,4971,404,0,0,6, 2021-09-21T22:21:07Z, 2021-09-21,22:21:07Z,32, 2021-08-20,0
10509730,Alec Butler,82560,autoconfirmed,,32886,149,11,12,41596,2358,3,3,12, 2021-09-21T10:22:04Z, 2021-09-21,10:22:04Z,32, 2021-08-20,0
13253481,Alex Jones (disambiguation),68788,autoconfirmed,,95555,346,39,11,97379,4707,5,4,44, 2021-09-21T22:33:08Z, 2021-09-21,22:33:08Z,32, 2021-08-20,0
21587592,Alex Berenson,499090,autoconfirmed,,10848,Fewer than 30 watchers,,0,297,222,1,1,9, 2021-09-21T13:04:09Z, 2021-09-21,13:04:09Z,32, 2021-08-20,0
21952646,Alex Hunter,1005543,autoconfirmed,,17914,Fewer than 30 watchers,,15,12486,318,28,11,5, 2021-09-21T21:33:35Z, 2021-09-21,21:33:35Z,32, 2021-08-20,0
22920957,Alex,562990,autoconfirmed,,6655,Fewer than 30 watchers,,0,125,77,0,0,12, 2021-09-21T13:01:36Z, 2021-09-21,13:01:36Z,32, 2021-08-20,0
31422903,Alejandro García Padilla,384315,autoconfirmed,,3845,Fewer than 30 watchers,,4,566,124,0,0,17, 2021-09-21T12:59:53Z, 2021-09-21,12:59:53Z,32, 2021-08-20,0
36422824,Alex Hirsch,1872109,autoconfirmed,,38336,43,20,2,58377,407,5,2,7, 2021-09-21T20:15:42Z, 2021-09-21,20:15:42Z,32, 2021-08-20,0
37732574,Alejandra Azcárate,73807,autoconfirmed,,24143,58,13,18,3314,769,0,0,17, 2021-09-21T11:48:36Z, 2021-09-21,11:48:36Z,32, 2021-08-20,0
48316202,Alex Gilbert (adoption advocate),,autoconfirmed,,17203,45,22,9,55832,1119,19,2,8, 2021-09-21T18:11:18Z, 2021-09-21,18:11:18Z,32, 2021-08-20,0
48622169,Alessandro Venezia,27180,autoconfirmed,,5248,Fewer than 30 watchers,,0,124,141,0,0,8, 2021-09-21T13:00:05Z, 2021-09-21,13:00:05Z,32, 2021-08-20,0
49602198,Aleister Black,2264230,autoconfirmed,,20384,178,19,6,21403,2809,0,0,11, 2021-09-21T11:43:32Z, 2021-09-21,11:43:32Z,32, 2021-08-20,0
51895618,Alex Caruso,2993758,autoconfirmed,,11513,Fewer than 30 watchers,,3,1043,1040,0,0,5, 2021-09-21T17:36:26Z, 2021-09-21,17:36:26Z,32, 2021-08-20,0
56012518,Aleksandar Rakić,259612,autoconfirmed,,3093,Fewer than 30 watchers,,1,60,75,0,0,12, 2021-09-21T12:59:58Z, 2021-09-21,12:59:58Z,32, 2021-08-20,0
1937,Alexander Fleming,4188672,autoconfirmed,,52925,Fewer than 30 watchers,,1,20690,1357,0,0,12, 2021-09-22T22:09:36Z, 2021-09-22,22:09:36Z,33, 2021-08-20,0
212472,Alex Rodriguez,14033414,autoconfirmed,,84081,113,20,12,23324,2592,1,1,9, 2021-09-22T16:29:44Z, 2021-09-22,16:29:44Z,33, 2021-08-20,0
795617,Alex McLeish,782435,autoconfirmed,,37414,47,7,5,7647,4532,1,1,7, 2021-09-22T06:48:06Z, 2021-09-22,06:48:06Z,33, 2021-08-20,0
1618906,Alex Solowitz,190058,autoconfirmed,,19410,Fewer than 30 watchers,,9,52922,184,11,8,14, 2021-09-22T20:57:09Z, 2021-09-22,20:57:09Z,33, 2021-08-20,0
1831242,Alex Shnaider,109813,autoconfirmed,,12448,Fewer than 30 watchers,,5,3843,523,1,1,14, 2021-09-22T20:46:44Z, 2021-09-22,20:46:44Z,33, 2021-08-20,0
2407418,Alex Zane,313202,autoconfirmed,,98287,167,91,32,133223,1752,59,33,18, 2021-09-22T21:46:21Z, 2021-09-22,21:46:21Z,33, 2021-08-20,0
9157604,Alex Wolff,4575523,autoconfirmed,,66239,38,38,26,80203,539,192,39,11, 2021-09-22T21:43:38Z, 2021-09-22,21:43:38Z,33, 2021-08-20,0
9814346,Alex Pierson,47240,autoconfirmed,,44962,782,71,127,42887,3398,0,0,17, 2021-09-22T08:01:04Z, 2021-09-22,08:01:04Z,33, 2021-08-20,0
21234593,Alex Salmond,1529100,autoconfirmed,,5102,Fewer than 30 watchers,,0,9141,461,0,0,7, 2021-09-22T20:09:18Z, 2021-09-22,20:09:18Z,33, 2021-08-20,0
30601472,Alexander Calvert,1372027,autoconfirmed,,45862,63,13,16,84925,6202,5,2,7, 2021-09-22T22:09:34Z, 2021-09-22,22:09:34Z,33, 2021-08-20,0
42301410,Alexa Bliss,8770643,autoconfirmed,,101,62,15,0,10,1,0,0,2, 2021-09-22T22:09:34Z, 2021-09-22,22:09:34Z,33, 2021-08-20,0
783,Alexander the Great,25263596,autoconfirmed,,24725,146,21,1,45562,1415,2,2,13, 2021-09-23T14:07:15Z, 2021-09-23,14:07:15Z,34, 2021-08-20,0
852,Alexander Graham Bell,8582564,autoconfirmed,,59136,91,10,3,36077,4240,4,3,19, 2021-09-23T09:21:26Z, 2021-09-23,09:21:26Z,34, 2021-08-20,0
40597,Alexander Hamilton,43533336,autoconfirmed,,130457,163,19,8,178587,4435,27,10,24, 2021-09-23T10:26:09Z, 2021-09-23,10:26:09Z,34, 2021-08-20,0
156589,Alexander Lukashenko,4024627,autoconfirmed,,28974,Fewer than 30 watchers,,1,297897,263,30,17,6, 2021-09-23T13:47:08Z, 2021-09-23,13:47:08Z,34, 2021-08-20,0
7326028,Alexander Frey,42746,autoconfirmed,,35390,38,12,4,13097,880,0,0,7, 2021-09-23T08:29:31Z, 2021-09-23,08:29:31Z,34, 2021-08-20,0
16039893,Alexandre François,11729,autoconfirmed,,15141,40,5,17,9889,2729,1,1,4, 2021-09-23T20:53:57Z, 2021-09-23,20:53:57Z,34, 2021-08-20,0
26540848,Alexandra Burke discography,109757,autoconfirmed,,155627,198,56,18,281591,4851,121,54,14, 2021-09-23T14:11:07Z, 2021-09-23,14:11:07Z,34, 2021-08-20,0
44070722,Alexander Nevsky (actor),103565,autoconfirmed,,83925,174,19,5,5949,1526,1,1,24, 2021-09-23T13:54:01Z, 2021-09-23,13:54:01Z,34, 2021-08-20,0
51185963,Alexandra Grey,257697,autoconfirmed,,28400,Fewer than 30 watchers,,8,4571,532,12,7,6, 2021-09-23T15:31:02Z, 2021-09-23,15:31:02Z,34, 2021-08-20,0
54885332,Alexandria Ocasio-Cortez,26882722,autoconfirmed,,45353,247,43,17,44010,2391,5,4,15, 2021-09-23T23:10:13Z, 2021-09-23,23:10:13Z,34, 2021-08-20,0
851,Alfred Nobel,4378181,autoconfirmed,,3529,Fewer than 30 watchers,,1,7389,114,1,1,5, 2021-09-24T22:34:45Z, 2021-09-24,22:34:45Z,35, 2021-08-20,0
1331018,Alfred Wegener,1842394,autoconfirmed,,2702,30,7,0,22607,575,1,1,8, 2021-09-24T23:29:19Z, 2021-09-24,23:29:19Z,35, 2021-08-20,0
2368900,Alfonso Cano,153040,autoconfirmed,,12120,Fewer than 30 watchers,,0,6093,213,0,0,7, 2021-09-24T14:59:08Z, 2021-09-24,14:59:08Z,35, 2021-08-20,0
2475769,Alf Stewart,558884,autoconfirmed,,12189,243,17,6,13672,1063,5,3,4, 2021-09-24T03:22:25Z, 2021-09-24,03:22:25Z,35, 2021-08-20,0
5901324,Alexis Sánchez,9024658,autoconfirmed,,33954,46,27,2,96902,583,24,7,8, 2021-09-24T02:20:58Z, 2021-09-24,02:20:58Z,35, 2021-08-20,0
12348538,Alfred Music,59534,autoconfirmed,,7377,Fewer than 30 watchers,,1,305,48,0,0,4, 2021-09-24T21:24:01Z, 2021-09-24,21:24:01Z,35, 2021-08-20,0
19760542,Alexis Texas,6706108,autoconfirmed,,47492,76,54,7,128100,2731,5,4,14, 2021-09-24T03:19:30Z, 2021-09-24,03:19:30Z,35, 2021-08-20,0
29174356,Alexei Navalny,3832093,autoconfirmed,,76639,107,77,7,43791,1888,6,5,10, 2021-09-24T01:19:24Z, 2021-09-24,01:19:24Z,35, 2021-08-20,0
405374,Ali,5788736,autoconfirmed,,9124,Fewer than 30 watchers,,6,254,279,0,0,8, 2021-09-25T19:03:16Z, 2021-09-25,19:03:16Z,36, 2021-08-20,0
575244,"Algiers, New Orleans",310992,autoconfirmed,,80365,67,22,5,17750,3983,3,1,11, 2021-09-25T18:27:37Z, 2021-09-25,18:27:37Z,36, 2021-08-20,0
7112588,Alha,344741,autoconfirmed,,97716,52,8,17,3215,483,11,4,21, 2021-09-25T19:03:14Z, 2021-09-25,19:03:14Z,36, 2021-08-20,0
18716923,Algebra,4719717,autoconfirmed,,31664,35,13,9,31712,624,38,9,16, 2021-09-25T17:04:29Z, 2021-09-25,17:04:29Z,36, 2021-08-20,0
49346074,Alfredo Morelos,1595276,autoconfirmed,,54444,349,32,4,48122,3504,3,3,20, 2021-09-25T15:27:45Z, 2021-09-25,15:27:45Z,36, 2021-08-20,0
50552106,Ali-A,586032,autoconfirmed,,6191,Fewer than 30 watchers,,4,903,307,2,1,11, 2021-09-25T20:07:14Z, 2021-09-25,20:07:14Z,36, 2021-08-20,0
3747456,Ali Mansur,47200,autoconfirmed,,9272,Fewer than 30 watchers,,10,6589,568,49,19,8, 2021-09-26T21:54:46Z, 2021-09-26,21:54:46Z,37, 2021-08-20,0
26415372,Ali Fedotowsky,1148636,autoconfirmed,,68,53,25,0,2,1,0,0,, 2021-09-26T04:09:42Z, 2021-09-26,04:09:42Z,37, 2021-08-20,0
27153856,Ali Badshah,47306,autoconfirmed,,14915,58,31,10,20820,1228,0,0,9, 2021-09-26T04:09:42Z, 2021-09-26,04:09:42Z,37, 2021-08-20,0
236162,Alias & Ehren,3602,autoconfirmed,,114104,173,18,11,44676,5165,2,1,15, 2021-09-27T20:25:03Z, 2021-09-27,20:25:03Z,38, 2021-08-20,0
236162,Alias & Tarsier,4056,autoconfirmed,,57243,68,11,5,76158,2041,84,25,16, 2021-09-27T21:03:02Z, 2021-09-27,21:03:02Z,38, 2021-08-20,0
5305475,Ali Zafar,2247161,autoconfirmed,,36919,32,21,9,37096,1553,45,9,9, 2021-09-27T03:16:49Z, 2021-09-27,03:16:49Z,38, 2021-08-20,0
20253443,Alice Albinia,20348,autoconfirmed,,4942,Fewer than 30 watchers,,1,136,139,0,0,15, 2021-09-27T21:53:04Z, 2021-09-27,21:53:04Z,38, 2021-08-20,0
36588025,Alia Bhatt,20705516,autoconfirmed,,160940,767,133,84,254317,10132,6,5,52, 2021-09-27T19:29:08Z, 2021-09-27,19:29:08Z,38, 2021-08-20,0
9056283,Alice Ripley,266485,autoconfirmed,,74097,94,33,4,156065,956,34,26,14, 2021-09-28T16:03:12Z, 2021-09-28,16:03:12Z,39, 2021-08-20,0
9110768,Alice Parker,69430,autoconfirmed,,41477,52,13,2,1400,619,1,1,16, 2021-09-28T01:12:27Z, 2021-09-28,01:12:27Z,39, 2021-08-20,0
45609783,Alicia Garza,2135576,autoconfirmed,,19197,58,10,3,11197,1207,3,3,9, 2021-09-28T16:58:42Z, 2021-09-28,16:58:42Z,39, 2021-08-20,0
693474,Alicia Machado,1300112,autoconfirmed,,124456,623,62,65,135899,7301,5,4,26, 2021-09-29T01:24:59Z, 2021-09-29,01:24:59Z,40, 2021-08-20,0
26180679,Alison,79615,autoconfirmed,,14336,33,4,1,7775,799,1,1,11, 2021-09-29T21:10:03Z, 2021-09-29,21:10:03Z,40, 2021-08-20,0
29897833,Alienology: The Complete Book of Extraterrestrials,8255,autoconfirmed,,13076,Fewer than 30 watchers,,15,1099,674,1,1,13, 2021-09-29T18:26:17Z, 2021-09-29,18:26:17Z,40, 2021-08-20,0
45268342,Alireza JJ,48833,autoconfirmed,,47828,85,8,2,20334,3393,1,1,25, 2021-09-29T21:03:01Z, 2021-09-29,21:03:01Z,40, 2021-08-20,0
61737768,Alida Morberg,683314,autoconfirmed,,17108,Fewer than 30 watchers,,0,6320,187,5,4,13, 2021-09-29T18:22:07Z, 2021-09-29,18:22:07Z,40, 2021-08-20,0
2955,Alkali,1624799,autoconfirmed,,2009,Fewer than 30 watchers,,0,766,103,0,0,11, 2021-09-30T17:46:57Z, 2021-09-30,17:46:57Z,41, 2021-08-20,0
513090,All Dogs Go to Heaven,2035135,autoconfirmed,,2402,Fewer than 30 watchers,,4,186,128,1,1,10, 2021-09-30T22:42:39Z, 2021-09-30,22:42:39Z,41, 2021-08-20,0
6069355,Alison Hinds,128587,autoconfirmed,,120666,782,60,13,62881,4852,3,2,15, 2021-09-30T01:06:26Z, 2021-09-30,01:06:26Z,41, 2021-08-20,0
8005688,All-nighter,7661,autoconfirmed,,6259,Fewer than 30 watchers,,0,2685,239,0,0,4, 2021-09-30T22:15:42Z, 2021-09-30,22:15:42Z,41, 2021-08-20,0
12290635,Alki David,779734,autoconfirmed,,70410,35,33,45,45345,1433,68,8,11, 2021-09-30T19:32:12Z, 2021-09-30,19:32:12Z,41, 2021-08-20,0
13960253,Alison Weir,271036,autoconfirmed,,8567,50,15,0,258123,483,9,4,7, 2021-09-30T12:59:29Z, 2021-09-30,12:59:29Z,41, 2021-08-20,0
23835479,Alison Weir (historian),25099,autoconfirmed,,15129,Fewer than 30 watchers,,4,135828,644,18,13,5, 2021-09-30T13:55:06Z, 2021-09-30,13:55:06Z,41, 2021-08-20,0
27275520,Alison McGovern,204490,autoconfirmed,,86369,Fewer than 30 watchers,,0,283519,1709,11,4,7, 2021-09-30T12:09:43Z, 2021-09-30,12:09:43Z,41, 2021-08-20,0
39962853,All-India Yadav Mahasabha,38870,autoconfirmed,,122020,285,35,8,356371,10664,19,12,26, 2021-09-30T21:23:09Z, 2021-09-30,21:23:09Z,41, 2021-08-20,0
40971403,Alize Lily Mounter,40569,autoconfirmed,,24305,255,40,4,25177,1204,10,4,26, 2021-09-30T15:34:06Z, 2021-09-30,15:34:06Z,41, 2021-08-20,0
410046,All India Anna Dravida Munnetra Kazhagam,3089906,autoconfirmed,,6521,Fewer than 30 watchers,,0,150,423,0,0,14, 2021-10-01T18:54:58Z, 2021-10-01,18:54:58Z,42, 2021-08-20,0
3576873,All Dogs Go to Heaven 2,667107,autoconfirmed,,6695,37,8,0,20294,538,0,0,16, 2021-10-01T10:31:07Z, 2021-10-01,10:31:07Z,42, 2021-08-20,0
4195513,All Dogs Go to Heaven: The Series,236158,autoconfirmed,,42202,117,27,4,28638,2800,8,7,6, 2021-10-01T03:41:28Z, 2021-10-01,03:41:28Z,42, 2021-08-20,0
12253010,All I Ask of You,207551,autoconfirmed,,23021,111,8,15,3178,922,0,0,6, 2021-10-01T16:28:57Z, 2021-10-01,16:28:57Z,42, 2021-08-20,0
51041141,All Lives Matter,1588251,autoconfirmed,,16889,65,8,4,13163,3160,0,0,11, 2021-10-01T21:59:42Z, 2021-10-01,21:59:42Z,42, 2021-08-20,0
59178122,All Elite Wrestling,7297819,autoconfirmed,,13899,75,13,1,12199,989,5,5,8, 2021-10-01T11:01:15Z, 2021-10-01,11:01:15Z,42, 2021-08-20,0
740,Allah,5643541,autoconfirmed,,110935,180,25,27,22910,1653,2,2,16, 2021-10-02T01:20:19Z, 2021-10-02,01:20:19Z,43, 2021-08-20,0
458690,Allan R. Bomhard,18137,autoconfirmed,,92660,308,53,13,39583,5697,35,7,6, 2021-10-02T19:49:10Z, 2021-10-02,19:49:10Z,43, 2021-08-20,0
1504754,Allahu Akbar (disambiguation),1848456,autoconfirmed,,12123,63,13,5,4248,648,15,7,7, 2021-10-02T16:39:11Z, 2021-10-02,16:39:11Z,43, 2021-08-20,0
2611186,Allahabad district,243503,autoconfirmed,,114288,374,56,22,24591,3777,0,0,29, 2021-10-02T14:03:46Z, 2021-10-02,14:03:46Z,43, 2021-08-20,0
2815449,Allan Borodin,26729,autoconfirmed,,3055,Fewer than 30 watchers,,0,434,118,0,0,4, 2021-10-02T16:49:10Z, 2021-10-02,16:49:10Z,43, 2021-08-20,0
6704421,All Time Low,2235815,autoconfirmed,,36095,Fewer than 30 watchers,,1,267993,672,44,19,15, 2021-10-02T01:16:45Z, 2021-10-02,01:16:45Z,43, 2021-08-20,0
10234471,Allahabad,3104471,autoconfirmed,,29273,Fewer than 30 watchers,,0,3312,270,0,0,9, 2021-10-02T07:13:47Z, 2021-10-02,07:13:47Z,43, 2021-08-20,0
27008592,Allan Hubley,66153,autoconfirmed,,4883,Fewer than 30 watchers,,0,85,149,0,0,9, 2021-10-02T16:49:40Z, 2021-10-02,16:49:40Z,43, 2021-08-20,0
53363121,Allan Rayman,161311,autoconfirmed,,24765,50,30,7,57123,760,11,8,5, 2021-10-02T23:55:17Z, 2021-10-02,23:55:17Z,43, 2021-08-20,0
2976943,Allied war crimes during World War II,1154080,autoconfirmed,,84663,98,53,1,87307,3691,5,2,12, 2021-10-03T19:39:40Z, 2021-10-03,19:39:40Z,44, 2021-08-20,0
3110184,Allen West (prisoner),174981,autoconfirmed,,25088,Fewer than 30 watchers,,0,37446,282,6,3,4, 2021-10-03T14:08:58Z, 2021-10-03,14:08:58Z,44, 2021-08-20,0
7917810,Allied Filmmakers,52477,autoconfirmed,,4355,Fewer than 30 watchers,,1,364,70,39,12,9, 2021-10-03T16:14:56Z, 2021-10-03,16:14:56Z,44, 2021-08-20,0
21524307,Alliance Girls High School,55252,autoconfirmed,,11378,Fewer than 30 watchers,,11,1049,293,0,0,13, 2021-10-03T14:28:37Z, 2021-10-03,14:28:37Z,44, 2021-08-20,0
49434749,Allan Sousa,4115,autoconfirmed,,4609,Fewer than 30 watchers,,0,14342,91,15,9,3, 2021-10-03T12:39:46Z, 2021-10-03,12:39:46Z,44, 2021-08-20,0
1187,Alloy,2890122,autoconfirmed,,3521,Fewer than 30 watchers,,3,151,51,0,0,9, 2021-10-04T21:10:56Z, 2021-10-04,21:10:56Z,45, 2021-08-20,0
267370,Alligator,4273784,autoconfirmed,,37947,47,28,17,16848,939,1,1,3, 2021-10-04T15:32:41Z, 2021-10-04,15:32:41Z,45, 2021-08-20,0
2198844,Allies of World War II,7990363,autoconfirmed,,102405,273,116,15,182786,2069,10,7,18, 2021-10-04T00:40:37Z, 2021-10-04,00:40:37Z,45, 2021-08-20,0
2540201,Allison Fonte,32879,autoconfirmed,,20924,Fewer than 30 watchers,,2,63264,223,41,24,9, 2021-10-04T15:59:09Z, 2021-10-04,15:59:09Z,45, 2021-08-20,0
4103708,Allu Arjun,12843725,autoconfirmed,,12962,Fewer than 30 watchers,,0,276,99,1,1,4, 2021-10-04T23:20:55Z, 2021-10-04,23:20:55Z,45, 2021-08-20,0
6435280,Allison Keith,116241,autoconfirmed,,45486,95,26,3,89348,942,8,8,26, 2021-10-04T20:38:26Z, 2021-10-04,20:38:26Z,45, 2021-08-20,0
12225384,Allison Grodner,63156,autoconfirmed,,16301,73,6,20,9149,2770,0,0,8, 2021-10-04T18:15:52Z, 2021-10-04,18:15:52Z,45, 2021-08-20,0
31985824,Allspark (company),329624,autoconfirmed,,12180,Fewer than 30 watchers,,0,2173,213,1,1,5, 2021-10-04T21:38:01Z, 2021-10-04,21:38:01Z,45, 2021-08-20,0
670,Alphabet,5253752,autoconfirmed,,21416,58,17,1,4288,473,11,7,21, 2021-10-05T23:23:30Z, 2021-10-05,23:23:30Z,46, 2021-08-20,0
868,Alp Arslan,798672,autoconfirmed,,3326,Fewer than 30 watchers,,1,220,163,0,0,4, 2021-10-05T19:03:34Z, 2021-10-05,19:03:34Z,46, 2021-08-20,0
929,Alpha,3014700,autoconfirmed,,63844,Fewer than 30 watchers,,1,524,638,1,1,28, 2021-10-05T22:41:25Z, 2021-10-05,22:41:25Z,46, 2021-08-20,0
789610,Aloysius Stepinac,309035,autoconfirmed,,22253,133,15,13,88356,1771,0,0,6, 2021-10-05T19:03:21Z, 2021-10-05,19:03:21Z,46, 2021-08-20,0
1239253,Alparslan Türkeş,240408,autoconfirmed,,74815,55,7,14,13957,2542,3,2,11, 2021-10-05T20:48:34Z, 2021-10-05,20:48:34Z,46, 2021-08-20,0
16999133,Almeda,16325,autoconfirmed,,424712,114,18,91,10212,2872,1,1,15, 2021-10-05T00:50:30Z, 2021-10-05,00:50:30Z,46, 2021-08-20,0
18582511,Alpaca,4594565,autoconfirmed,,78275,227,34,17,463883,4016,4,4,28, 2021-10-05T19:03:44Z, 2021-10-05,19:03:44Z,46, 2021-08-20,0
55644947,Alok Vaid-Menon,152335,autoconfirmed,,13585,68,16,9,11955,906,0,0,7, 2021-10-05T06:02:27Z, 2021-10-05,06:02:27Z,46, 2021-08-20,0
63438797,"Alpha Diallo (basketball, born 1997)",13921,autoconfirmed,,23420,47,47,1,304914,961,142,56,6, 2021-10-05T23:11:47Z, 2021-10-05,23:11:47Z,46, 2021-08-20,0
1845,Alternative medicine,3037843,autoconfirmed,,40037,38,15,2,38939,1311,3,3,10, 2021-10-06T19:47:40Z, 2021-10-06,19:47:40Z,47, 2021-08-20,0
167409,Alternative rock,5519904,autoconfirmed,,8249,Fewer than 30 watchers,,0,1524,201,0,0,16, 2021-10-06T21:02:13Z, 2021-10-06,21:02:13Z,47, 2021-08-20,0
1591028,Altaf Hussain (Pakistani politician),511454,autoconfirmed,,36302,155,27,8,43824,2149,7,5,21, 2021-10-06T18:03:50Z, 2021-10-06,18:03:50Z,47, 2021-08-20,0
40577703,Altun Kupri,31231,autoconfirmed,,52805,50,5,7,3345,727,1,1,9, 2021-10-06T22:14:38Z, 2021-10-06,22:14:38Z,47, 2021-08-20,0
47489893,Alphabet Inc.,14706972,autoconfirmed,,11997,51,4,6,3354,2162,0,0,16, 2021-10-06T06:48:48Z, 2021-10-06,06:48:48Z,47, 2021-08-20,0
49273972,Alt-right,8659740,autoconfirmed,,135283,708,73,33,235057,6955,16,9,21, 2021-10-06T13:26:57Z, 2021-10-06,13:26:57Z,47, 2021-08-20,0
54625218,Alt News,78606,autoconfirmed,,19281,58,58,5,384202,316,286,107,8, 2021-10-06T16:36:10Z, 2021-10-06,16:36:10Z,47, 2021-08-20,0
904,Aluminium,9652813,autoconfirmed,,3601,Fewer than 30 watchers,,1,670,89,0,0,7, 2021-10-07T08:07:22Z, 2021-10-07,08:07:22Z,48, 2021-08-20,0
191792,Alucard,248519,autoconfirmed,,2434,Fewer than 30 watchers,,2,1293,202,22,11,7, 2021-10-07T03:28:42Z, 2021-10-07,03:28:42Z,48, 2021-08-20,0
203421,Amanda Bynes,10682935,autoconfirmed,,134410,39,15,4,42966,664,8,4,6, 2021-10-07T22:30:56Z, 2021-10-07,22:30:56Z,48, 2021-08-20,0
